Date,Open,High,Low,Close,Volume,"('Adj Close', 'DASH')","('Close', 'DASH')","('High', 'DASH')","('Low', 'DASH')","('Open', 'DASH')","('Volume', 'DASH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,97.8000030517578,98.54000091552734,95.37000274658205,96.45999908447266,3527200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,95.30999755859376,95.83000183105467,93.37999725341795,93.7699966430664,4382100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,93.58000183105467,94.9800033569336,93.33000183105467,93.9000015258789,2234000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,93.54000091552734,95.76000213623048,93.52999877929688,94.80999755859376,2441200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,99.0,99.2699966430664,96.73999786376952,98.5199966430664,4741600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,97.5,103.3290023803711,97.0199966430664,103.0500030517578,5377000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,103.7699966430664,106.19000244140624,103.66999816894533,105.58999633789062,5387600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,105.87000274658205,105.98999786376952,102.4000015258789,103.9800033569336,2599200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,104.05999755859376,105.95999908447266,103.77999877929688,104.12999725341795,2579800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,102.98999786376952,104.4000015258789,102.81999969482422,104.0199966430664,2423400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,103.0199966430664,103.9000015258789,100.27999877929688,102.88999938964844,3469500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,104.02999877929688,105.3550033569336,103.0500030517578,104.95999908447266,2979400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,105.31999969482422,106.55999755859376,103.5999984741211,106.33000183105467,2658000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,106.6500015258789,107.87999725341795,104.5199966430664,104.66000366210938,2276600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,105.93000030517578,106.04000091552734,103.56999969482422,105.69000244140624,2078800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,106.93000030517578,107.62999725341795,105.83999633789062,107.12000274658205,4209000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,109.06400299072266,109.06400299072266,106.54499816894533,107.5199966430664,2287700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,107.37000274658205,108.73999786376952,106.87999725341795,108.23999786376952,2310100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,108.22000122070312,110.48999786376952,107.44000244140624,110.4499969482422,3181000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,109.7300033569336,110.37999725341795,105.38999938964844,105.47000122070312,4319900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,104.79000091552734,106.72000122070312,103.91000366210938,104.1999969482422,2638000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,104.88999938964844,107.80999755859376,104.76000213623048,107.3000030517578,2171800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,107.08000183105467,109.98999786376952,105.1989974975586,109.5,2561300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,108.37999725341795,109.0250015258789,107.12000274658205,108.12000274658205,2383000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,109.70999908447266,113.37000274658205,108.2300033569336,112.33999633789062,4109800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,112.33999633789062,117.05999755859376,112.0199966430664,114.33000183105467,5495400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,116.31999969482422,119.3000030517578,115.31700134277344,118.3000030517578,3580000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,119.18000030517578,119.79000091552734,118.0,119.30999755859376,3037400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,118.47000122070312,120.56999969482422,118.02999877929688,118.44000244140624,3625200.0,,,,,,,,,,
