Date,Open,High,Low,Close,Volume,"('Adj Close', 'ARMK')","('Close', 'ARMK')","('High', 'ARMK')","('Low', 'ARMK')","('Open', 'ARMK')","('Volume', 'ARMK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,27.84000015258789,28.239999771118164,27.84000015258789,27.940000534057617,2682100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,27.809999465942383,28.01000022888184,27.46999931335449,27.68000030517578,1931400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,27.799999237060547,28.11000061035156,27.739999771118164,27.780000686645508,2411500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,27.63999938964844,28.229999542236328,27.6200008392334,28.21999931335449,2268500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,28.3799991607666,29.020000457763672,28.32999992370605,28.8799991607666,2729500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,28.690000534057617,28.770000457763672,28.3700008392334,28.709999084472656,1850000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,28.770000457763672,29.040000915527344,28.549999237060547,28.90999984741211,1691300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,28.8700008392334,28.899999618530277,28.600000381469727,28.8799991607666,1905200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,29.1299991607666,29.239999771118164,28.739999771118164,28.76000022888184,1660000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,28.489999771118164,28.979999542236328,28.309999465942383,28.959999084472656,2477300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,28.8700008392334,29.3799991607666,28.6299991607666,28.850000381469727,2399200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,28.979999542236328,29.059999465942383,28.51000022888184,28.670000076293945,2460100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,28.61000061035156,28.8799991607666,28.489999771118164,28.649999618530277,1193800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,28.75,28.90999984741211,28.479999542236328,28.6299991607666,1557700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,28.899999618530277,29.020000457763672,28.489999771118164,28.739999771118164,1301400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,28.899999618530277,29.030000686645508,28.299999237060547,28.420000076293945,1459100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,28.709999084472656,28.989999771118164,28.450000762939453,28.690000534057617,2595400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,28.729999542236328,28.88999938964844,28.520000457763672,28.57999992370605,1265500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,28.520000457763672,28.959999084472656,28.38999938964844,28.950000762939453,1617000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,28.90999984741211,29.290000915527344,28.770000457763672,29.239999771118164,2169300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,29.270000457763672,29.82999992370605,28.920000076293945,29.07999992370605,3096600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,29.13999938964844,29.790000915527344,28.940000534057617,29.709999084472656,2933800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,29.57999992370605,29.93000030517578,29.190000534057617,29.670000076293945,4111600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,29.43000030517578,29.59000015258789,28.959999084472656,29.420000076293945,4238200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,31.020000457763672,31.09000015258789,29.229999542236328,29.309999465942383,5177300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,30.459999084472656,30.530000686645508,28.809999465942383,28.8799991607666,3522100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,28.8799991607666,29.63999938964844,28.520000457763672,29.40999984741211,3006400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,29.3700008392334,30.57999992370605,29.309999465942383,30.51000022888184,3275500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,30.459999084472656,31.040000915527344,30.459999084472656,31.0,3248400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,30.809999465942383,30.809999465942383,30.100000381469727,30.25,2310200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,30.520000457763672,30.940000534057617,30.209999084472656,30.82999992370605,2186100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,30.790000915527344,31.13999938964844,30.76000022888184,30.82999992370605,2031200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,30.649999618530277,31.1299991607666,30.649999618530277,30.8700008392334,1697200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,30.770000457763672,31.020000457763672,30.649999618530277,30.86000061035156,2992100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,30.950000762939453,30.950000762939453,29.780000686645508,30.46999931335449,2563800.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,30.799999237060547,31.13999938964844,30.59000015258789,30.96999931335449,1678100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,31.06999969482422,31.440000534057617,30.88999938964844,31.350000381469727,1530100.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,31.270000457763672,31.32999992370605,30.63999938964844,30.670000076293945,1616600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,30.520000457763672,30.709999084472656,30.18000030517578,30.200000762939453,1925300.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,30.06999969482422,30.790000915527344,29.979999542236328,30.6299991607666,1500600.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,30.68000030517578,30.770000457763672,30.149999618530277,30.32999992370605,2959400.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,30.350000381469727,31.040000915527344,30.170000076293945,30.739999771118164,2070700.0,,,,,,,,,,
