Date,Open,High,Low,Close,Volume,"('Adj Close', 'UNM')","('Close', 'UNM')","('High', 'UNM')","('Low', 'UNM')","('Open', 'UNM')","('Volume', 'UNM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,45.27999877929688,45.720001220703125,45.15999984741211,45.70000076293945,900800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,46.27000045776367,46.56999969482422,45.65999984741211,46.25,1745400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,46.400001525878906,46.83000183105469,46.130001068115234,46.18000030517578,1363800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,46.27000045776367,46.40999984741211,45.540000915527344,45.84000015258789,2515000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,45.720001220703125,46.040000915527344,45.25,45.70000076293945,1557300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,45.560001373291016,45.560001373291016,44.83000183105469,45.31999969482422,1254800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,45.220001220703125,45.41999816894531,44.880001068115234,45.18000030517578,948400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,45.0099983215332,45.4900016784668,44.84000015258789,45.2599983215332,1090100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,45.54999923706055,45.650001525878906,45.2599983215332,45.36000061035156,788000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,45.2400016784668,45.54999923706055,45.02999877929688,45.2400016784668,843500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,44.83000183105469,45.77000045776367,44.83000183105469,45.400001525878906,1224600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,45.34999847412109,45.91999816894531,45.22999954223633,45.869998931884766,1641500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,46.02000045776367,46.20000076293945,45.709999084472656,46.06999969482422,1030500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,46.15999984741211,46.72999954223633,46.15999984741211,46.66999816894531,1499700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,46.720001220703125,47.02000045776367,46.459999084472656,46.68999862670898,990800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,46.9900016784668,47.31999969482422,46.79999923706055,47.09000015258789,1352800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,46.790000915527344,47.27999877929688,46.70000076293945,47.27000045776367,1526300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,47.43999862670898,47.5099983215332,47.09000015258789,47.40999984741211,998600.0,,,,,,,,,,
