Date,Open,High,Low,Close,Volume,"('Adj Close', 'ASTE')","('Close', 'ASTE')","('High', 'ASTE')","('Low', 'ASTE')","('Open', 'ASTE')","('Volume', 'ASTE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,36.93000030517578,37.060001373291016,35.650001525878906,35.83000183105469,109200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,35.56999969482422,35.779998779296875,34.88999938964844,35.11000061035156,165500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,35.310001373291016,35.459999084472656,34.79999923706055,35.18000030517578,191200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,34.79999923706055,35.54999923706055,34.72999954223633,34.900001525878906,287500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,34.7400016784668,35.279998779296875,34.529998779296875,35.2599983215332,122000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,34.70000076293945,34.70000076293945,34.06999969482422,34.209999084472656,82300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,34.11000061035156,34.29999923706055,33.75,34.29999923706055,78500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,34.06999969482422,34.61000061035156,33.72999954223633,34.560001373291016,126000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,35.02000045776367,35.279998779296875,33.9900016784668,34.16999816894531,48400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,33.790000915527344,34.220001220703125,33.709999084472656,33.75,203300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,33.34000015258789,33.349998474121094,32.70000076293945,32.9900016784668,168100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,33.349998474121094,33.900001525878906,33.130001068115234,33.810001373291016,86300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,34.08000183105469,34.08000183105469,33.20000076293945,33.83000183105469,152600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,34.0,35.2400016784668,34.0,35.150001525878906,112400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,35.45000076293945,35.880001068115234,34.93000030517578,34.95000076293945,144800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,35.54999923706055,35.54999923706055,34.7400016784668,35.119998931884766,109300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,35.720001220703125,36.77999877929688,35.720001220703125,36.2400016784668,107600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,36.58000183105469,37.34999847412109,35.880001068115234,35.880001068115234,90000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,35.77000045776367,36.43999862670898,35.2599983215332,36.290000915527344,101600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,36.040000915527344,36.650001525878906,35.869998931884766,35.880001068115234,97100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,36.02000045776367,37.2599983215332,35.52000045776367,35.599998474121094,266700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,35.790000915527344,36.220001220703125,34.810001373291016,35.880001068115234,98000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,35.38999938964844,36.5,35.15999984741211,36.04999923706055,78100.0,,,,,,,,,,
