Date,Open,High,Low,Close,Volume,"('Adj Close', 'LAMR')","('Close', 'LAMR')","('High', 'LAMR')","('Low', 'LAMR')","('Open', 'LAMR')","('Volume', 'LAMR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,105.2699966430664,108.3499984741211,105.0,106.5500030517578,381900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,105.16000366210938,105.38999938964844,100.75,101.02999877929688,631300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,101.01000213623048,102.94000244140624,100.1500015258789,101.55999755859376,487200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,100.72000122070312,103.56999969482422,100.5199966430664,102.41999816894533,381600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,102.18000030517578,104.16000366210938,102.18000030517578,104.05999755859376,587300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,103.22000122070312,104.11000061035156,102.81999969482422,103.45999908447266,245900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,103.9800033569336,105.19000244140624,103.73999786376952,105.1500015258789,296800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,104.93000030517578,105.29000091552734,103.95999908447266,104.94000244140624,361700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,105.79000091552734,106.55999755859376,104.72000122070312,106.41999816894533,252500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,105.4499969482422,106.30999755859376,105.0,105.6999969482422,396100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,103.97000122070312,104.95999908447266,102.68000030517578,103.9000015258789,952400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,104.5,104.5,102.61000061035156,103.5500030517578,370700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,103.86000061035156,105.8499984741211,102.72000122070312,105.76000213623048,373000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,106.4800033569336,107.68000030517578,106.0199966430664,106.79000091552734,316300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,107.41999816894533,107.88999938964844,105.66999816894533,106.69000244140624,177800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,107.8000030517578,107.83999633789062,104.80999755859376,105.1999969482422,173200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,106.4499969482422,107.6500015258789,105.4800033569336,105.7300033569336,336800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,106.1999969482422,106.94000244140624,105.73999786376952,106.37000274658205,202200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,106.29000091552734,107.77999877929688,105.66999816894533,107.66000366210938,236500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,107.08999633789062,107.58999633789062,106.30999755859376,106.81999969482422,206500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,106.72000122070312,107.75,104.26000213623048,104.68000030517578,322600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,104.86000061035156,106.58000183105467,104.01000213623048,106.38999938964844,310900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,105.51000213623048,106.3000030517578,103.58000183105467,105.66999816894533,238000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,104.54000091552734,104.54000091552734,102.37999725341795,102.4800033569336,331800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,102.51000213623048,105.06999969482422,102.51000213623048,104.27999877929688,379300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,104.5199966430664,105.58999633789062,102.9800033569336,104.52999877929688,345400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,104.36000061035156,106.38999938964844,104.36000061035156,105.66999816894533,348100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,105.91999816894533,106.27999877929688,104.6999969482422,105.91999816894533,268500.0,,,,,,,,,,
