Date,Open,High,Low,Close,Volume,"('Adj Close', 'RVNC')","('Close', 'RVNC')","('High', 'RVNC')","('Low', 'RVNC')","('Open', 'RVNC')","('Volume', 'RVNC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,9.010000228881836,9.744999885559082,8.579999923706055,9.3100004196167,1410700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,9.1899995803833,9.1899995803833,8.510000228881836,8.619999885559082,1449700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,8.65999984741211,8.975000381469727,8.600000381469727,8.789999961853027,809000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,8.649999618530273,8.720000267028809,8.220000267028809,8.350000381469727,1145400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,7.25,7.5,6.670000076293945,7.050000190734863,4209700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,7.0,7.586999893188477,6.715000152587891,7.03000020980835,2323600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,7.150000095367432,7.150000095367432,6.724999904632568,6.789999961853027,1582600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.710000038146973,6.760000228881836,6.293000221252441,6.309999942779541,1937400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.380000114440918,6.679999828338623,5.880000114440918,5.940000057220459,2333700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.889999866485596,5.889999866485596,5.599999904632568,5.71999979019165,1827700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.519999980926514,6.09499979019165,5.465000152587891,6.059999942779541,2233200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.099999904632568,6.130000114440918,5.730000019073486,5.800000190734863,1545900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.800000190734863,5.869999885559082,5.550000190734863,5.659999847412109,1418900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.71999979019165,6.418000221252441,5.71999979019165,6.03000020980835,1365400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,6.179999828338623,6.260000228881836,5.875,6.03000020980835,888700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,6.199999809265137,6.409999847412109,5.699999809265137,5.710000038146973,1727900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.809999942779541,5.929999828338623,5.579999923706055,5.929999828338623,1294700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,6.0,6.179999828338623,5.900000095367432,5.960000038146973,737700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.710000038146973,6.090000152587891,5.360000133514404,6.039999961853027,1672400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,6.110000133514404,6.110000133514404,5.474999904632568,5.505000114440918,1578600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.449999809265137,5.5,5.03000020980835,5.03000020980835,2041400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,5.110000133514404,5.320000171661377,5.0,5.150000095367432,2151800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,5.210000038146973,5.474999904632568,5.03000020980835,5.369999885559082,1811500.0,,,,,,,,,,
