Date,Open,High,Low,Close,Volume,"('Adj Close', 'UNB')","('Close', 'UNB')","('High', 'UNB')","('Low', 'UNB')","('Open', 'UNB')","('Volume', 'UNB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,30.239999771118164,30.93000030517578,30.0,30.93000030517578,1600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,30.350000381469727,30.93000030517578,30.350000381469727,30.93000030517578,2500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,30.21999931335449,32.0,30.21999931335449,31.979999542236328,14300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,32.0,32.0,29.5,31.40999984741211,5600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,31.790000915527344,31.790000915527344,30.90999984741211,31.43000030517578,6100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,31.489999771118164,31.489999771118164,30.229999542236328,30.8799991607666,3300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,31.989999771118164,31.989999771118164,30.850000381469727,30.88999938964844,1600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,31.149999618530277,31.51000022888184,31.149999618530277,31.51000022888184,1300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,31.549999237060547,32.0,31.459999084472656,31.82999992370605,2500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,31.780000686645508,32.0,31.479999542236328,31.899999618530277,5200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,31.559999465942383,31.559999465942383,31.5,31.530000686645508,1300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,31.450000762939453,31.799999237060547,31.280000686645508,31.799999237060547,3300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,31.670000076293945,31.670000076293945,31.309999465942383,31.309999465942383,1900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,31.31999969482422,31.31999969482422,29.75,30.59000015258789,7900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,30.75,30.799999237060547,30.59000015258789,30.799999237060547,4300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,30.899999618530277,30.899999618530277,30.459999084472656,30.850000381469727,2800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,30.8700008392334,30.8700008392334,29.88999938964844,29.88999938964844,1100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,30.0,30.88999938964844,29.899999618530277,30.549999237060547,3600.0,,,,,,,,,,
