Date,Open,High,Low,Close,Volume,"('Adj Close', 'IMUX')","('Close', 'IMUX')","('High', 'IMUX')","('Low', 'IMUX')","('Open', 'IMUX')","('Volume', 'IMUX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.4900000095367432,1.5399999618530271,1.4299999475479126,1.4500000476837158,244000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.4199999570846558,1.4500000476837158,1.3600000143051147,1.4299999475479126,270600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.4299999475479126,1.4800000190734863,1.3899999856948853,1.4299999475479126,152200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.7000000476837158,1.7300000190734863,1.340000033378601,1.3899999856948853,18455600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.3600000143051147,1.4049999713897705,1.2599999904632568,1.375,2059700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.340000033378601,1.3700000047683716,1.2899999618530271,1.2899999618530271,1642400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.2999999523162842,1.2999999523162842,1.222000002861023,1.2400000095367432,701700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.2400000095367432,1.309999942779541,1.090000033378601,1.2999999523162842,904900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.2699999809265137,1.309000015258789,1.25,1.2799999713897705,316800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.2400000095367432,1.25,1.190000057220459,1.2450000047683716,384700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.2000000476837158,1.225000023841858,1.159999966621399,1.2100000381469729,444400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.2000000476837158,1.2100000381469729,1.125,1.190000057220459,560800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.159999966621399,1.1950000524520874,1.1299999952316284,1.1449999809265137,1328000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.1100000143051147,1.2000000476837158,1.1100000143051147,1.1549999713897705,1182700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.1299999952316284,1.159999966621399,1.1299999952316284,1.1399999856948853,414300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.1699999570846558,1.1699999570846558,1.1399999856948853,1.149999976158142,959500.0,,,,,,,,,,
