Date,Open,High,Low,Close,Volume,"('Adj Close', 'GKOS')","('Close', 'GKOS')","('High', 'GKOS')","('Low', 'GKOS')","('Open', 'GKOS')","('Volume', 'GKOS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,79.02999877929688,79.30999755859375,76.1500015258789,77.08000183105469,611000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,76.5999984741211,77.52999877929688,74.74500274658203,76.4000015258789,568000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,76.30000305175781,77.70999908447266,75.9000015258789,77.16000366210938,539900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,76.48999786376953,79.26000213623047,76.24500274658203,79.11000061035156,801300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,79.98999786376953,84.53500366210938,79.98999786376953,82.0,985200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,81.47000122070312,88.26100158691406,81.37000274658203,86.55000305175781,956900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,86.73999786376953,88.25,85.66999816894531,87.16000366210938,594300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,87.0,88.01000213623047,85.87899780273438,87.8499984741211,482900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,88.66999816894531,89.25,88.05999755859375,88.48999786376953,637000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,87.6500015258789,89.94999694824219,87.18000030517578,89.25,828000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,88.25,89.37999725341797,87.58999633789062,89.37000274658203,395000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,90.0,91.55999755859376,89.45999908447266,90.80999755859376,511200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,90.54000091552734,91.44000244140624,88.87000274658203,91.29000091552734,389000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,92.4000015258789,94.1230010986328,91.75,93.2300033569336,701100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,93.48999786376952,93.5500030517578,89.12999725341797,92.55999755859376,8922200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,93.5,93.73999786376952,91.11000061035156,92.02999877929688,2187300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,93.48999786376952,93.5500030517578,90.66999816894533,90.6999969482422,885100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,91.9000015258789,92.72000122070312,90.8499984741211,92.5199966430664,546800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,92.3499984741211,94.23999786376952,92.2699966430664,94.16999816894533,462100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,93.7699966430664,93.88999938964844,90.08999633789062,91.0500030517578,433500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,91.45999908447266,92.58999633789062,88.23999786376953,89.02999877929688,671500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,89.36000061035156,92.4000015258789,88.84500122070312,91.87000274658205,416800.0,,,,,,,,,,
