Date,Open,High,Low,Close,Volume,"('Adj Close', 'HLMN')","('Close', 'HLMN')","('High', 'HLMN')","('Low', 'HLMN')","('Open', 'HLMN')","('Volume', 'HLMN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,9.0,9.234999656677246,8.979999542236328,9.079999923706056,1168500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,8.970000267028809,8.970000267028809,8.675000190734863,8.710000038146973,1228100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,8.729999542236328,8.850000381469727,8.635000228881836,8.739999771118164,843400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,8.640000343322754,8.859999656677246,8.550000190734863,8.729999542236328,689900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,8.770000457763672,8.930000305175781,8.694999694824219,8.899999618530273,674200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,8.75,8.850000381469727,8.6899995803833,8.760000228881836,543700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,8.710000038146973,8.800000190734863,8.680000305175781,8.770000457763672,683100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,8.75,8.859999656677246,8.635000228881836,8.850000381469727,1125900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,9.06999969482422,9.210000038146973,8.824999809265137,8.90999984741211,895700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,8.8100004196167,9.0,8.729999542236328,9.0,1014200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,8.800000190734863,8.925000190734863,8.725000381469727,8.84000015258789,875800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,8.890000343322754,8.949999809265137,8.6850004196167,8.819999694824219,598700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,8.880000114440918,8.925000190734863,8.630000114440918,8.890000343322754,898100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,8.920000076293945,9.15999984741211,8.850000381469727,9.15999984741211,806200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,9.329999923706056,9.329999923706056,9.130999565124512,9.149999618530272,1766600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,9.279999732971191,9.279999732971191,8.859999656677246,8.90999984741211,867000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,9.09000015258789,9.210000038146973,8.949999809265137,9.09000015258789,841400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,9.140000343322754,9.210000038146973,8.949999809265137,8.979999542236328,1044400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,8.979999542236328,9.324999809265137,8.869999885559082,9.31999969482422,1163500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,9.229999542236328,9.31999969482422,9.1850004196167,9.210000038146973,540300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,9.1899995803833,9.234999656677246,8.770000457763672,8.789999961853027,1167000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,8.880000114440918,9.015000343322754,8.765000343322754,9.010000228881836,922100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,8.84000015258789,9.05500030517578,8.770000457763672,8.920000076293945,1062900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,8.789999961853027,8.822999954223633,8.600000381469727,8.649999618530273,836400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,8.649999618530273,8.789999961853027,8.541000366210938,8.770000457763672,835700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,8.779999732971191,8.8100004196167,8.675000190734863,8.710000038146973,612300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,8.699999809265137,9.005000114440918,8.664999961853027,8.979999542236328,826400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,9.0,9.0600004196167,8.850000381469727,9.039999961853027,767100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,9.119999885559082,9.3100004196167,9.109999656677246,9.229999542236328,740800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,8.880000114440918,8.954999923706055,8.6899995803833,8.779999732971191,875700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,8.930000305175781,9.0,8.795000076293945,8.9399995803833,839600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,9.020000457763672,9.140000343322754,8.899999618530273,9.119999885559082,1070300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,9.119999885559082,9.220000267028809,9.015000343322754,9.119999885559082,954900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,8.949999809265137,9.109999656677246,8.890000343322754,8.90999984741211,809700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,8.90999984741211,8.949999809265137,8.800000190734863,8.869999885559082,792200.0,,,,,,,,,,
