Date,Open,High,Low,Close,Volume,"('Adj Close', 'HOTH')","('Close', 'HOTH')","('High', 'HOTH')","('Low', 'HOTH')","('Open', 'HOTH')","('Volume', 'HOTH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.440000057220459,1.5,1.3300000429153442,1.4500000476837158,89100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.4800000190734863,1.5,1.3600000143051147,1.4700000286102295,78600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.4500000476837158,1.4700000286102295,1.399999976158142,1.4299999475479126,46000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.3799999952316284,1.440000057220459,1.3600000143051147,1.3600000143051147,61000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.350000023841858,1.350000023841858,1.2899999618530271,1.340000033378601,61600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.340000033378601,1.690000057220459,1.2699999809265137,1.350000023841858,1120200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.3600000143051147,1.406999945640564,1.2799999713897705,1.340000033378601,139400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.3300000429153442,1.3300000429153442,1.2899999618530271,1.2899999618530271,28700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.2899999618530271,1.3539999723434448,1.2899999618530271,1.3200000524520874,20700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.2699999809265137,1.309000015258789,1.2519999742507937,1.2699999809265137,35700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.2400000095367432,1.2899999618530271,1.159999966621399,1.2899999618530271,38400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.3600000143051147,1.5399999618530271,1.2999999523162842,1.3700000047683716,1636300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.3200000524520874,1.3899999856948853,1.2300000190734863,1.2899999618530271,172600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.2899999618530271,1.2999999523162842,1.2200000286102295,1.2699999809265137,33800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.2400000095367432,1.2999999523162842,1.2400000095367432,1.2799999713897705,33200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.2799999713897705,1.3200000524520874,1.274999976158142,1.3049999475479126,25900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.2799999713897705,1.347000002861023,1.2799999713897705,1.2999999523162842,11200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.3200000524520874,1.4299999475479126,1.319000005722046,1.399999976158142,72100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.3600000143051147,1.440000057220459,1.3600000143051147,1.3700000047683716,14600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.3799999952316284,1.3899999856948853,1.3300000429153442,1.3569999933242798,28800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.35099995136261,1.4170000553131104,1.350000023841858,1.3600000143051147,16100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.3200000524520874,1.366000056266785,1.3200000524520874,1.3300000429153442,13000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.3200000524520874,1.3539999723434448,1.25,1.2899999618530271,12500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.4299999475479126,1.4559999704360962,1.3300000429153442,1.350000023841858,82800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.3899999856948853,1.4199999570846558,1.340000033378601,1.4199999570846558,33500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.3600000143051147,1.409999966621399,1.340000033378601,1.3799999952316284,14500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.3600000143051147,1.399999976158142,1.340000033378601,1.399999976158142,10300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1.399999976158142,1.4500000476837158,1.3700000047683716,1.3799999952316284,59000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,1.4299999475479126,1.4299999475479126,1.3200000524520874,1.3700000047683716,40200.0,,,,,,,,,,
