Date,Open,High,Low,Close,Volume,"('Adj Close', 'CUBI')","('Close', 'CUBI')","('High', 'CUBI')","('Low', 'CUBI')","('Open', 'CUBI')","('Volume', 'CUBI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,56.81999969482422,57.59000015258789,55.68999862670898,55.75,324200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,55.25,55.25,52.630001068115234,52.9900016784668,394100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,52.9900016784668,53.68999862670898,52.11000061035156,52.27999877929688,465400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,51.52999877929688,52.65999984741211,51.09999847412109,51.810001373291016,654500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,52.0099983215332,52.81999969482422,51.380001068115234,52.720001220703125,203000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,51.77999877929688,52.18000030517578,50.84999847412109,52.02999877929688,215000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,51.7400016784668,52.45000076293945,51.16999816894531,52.45000076293945,293800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,51.970001220703125,53.959999084472656,51.18999862670898,53.83000183105469,329800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,53.5,54.119998931884766,51.400001525878906,51.56999969482422,335000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,51.470001220703125,52.09999847412109,50.720001220703125,51.290000915527344,240600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,49.970001220703125,51.58000183105469,49.65999984741211,51.560001373291016,375900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,52.02999877929688,52.47999954223633,50.45000076293945,51.13999938964844,205300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,51.5,51.84999847412109,50.63999938964844,51.77999877929688,192800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,52.4900016784668,53.65999984741211,52.33000183105469,53.45000076293945,327200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,53.72999954223633,53.880001068115234,52.5099983215332,52.95000076293945,353800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,53.95000076293945,55.0099983215332,52.84999847412109,53.06999969482422,201500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,53.209999084472656,53.68999862670898,52.20000076293945,52.59000015258789,289100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,53.0,54.709999084472656,52.08000183105469,54.43000030517578,536200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,55.66999816894531,57.02999877929688,55.18000030517578,56.209999084472656,345000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,56.0,56.56999969482422,55.619998931884766,56.38999938964844,261500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,54.91999816894531,56.15999984741211,53.15999984741211,53.43999862670898,490900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,53.52000045776367,54.0,49.369998931884766,52.380001068115234,539100.0,,,,,,,,,,
