Date,Open,High,Low,Close,Volume,"('Adj Close', 'MSEX')","('Close', 'MSEX')","('High', 'MSEX')","('Low', 'MSEX')","('Open', 'MSEX')","('Volume', 'MSEX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,65.80999755859375,66.19999694824219,64.16000366210938,64.70999908447266,85200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,64.52999877929688,64.72000122070312,62.54999923706055,62.95000076293945,83200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,63.209999084472656,63.38999938964844,61.68000030517578,61.959999084472656,84700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,62.4900016784668,63.0099983215332,60.18999862670898,60.91999816894531,109400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,61.09999847412109,61.540000915527344,60.52000045776367,61.52999877929688,91800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,60.45000076293945,63.2599983215332,60.02000045776367,63.0,524100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,62.790000915527344,63.9900016784668,62.720001220703125,63.619998931884766,80900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,63.130001068115234,63.61000061035156,61.220001220703125,61.41999816894531,87000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,62.02999877929688,62.90999984741211,61.310001373291016,61.54999923706055,99700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,61.709999084472656,61.86000061035156,60.20000076293945,60.31999969482422,142100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,59.75,60.45000076293945,58.34000015258789,58.59999847412109,123200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,58.560001373291016,59.619998931884766,57.130001068115234,58.459999084472656,117500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,58.790000915527344,58.790000915527344,56.66999816894531,57.41999816894531,181300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,57.470001220703125,60.68999862670898,57.08000183105469,59.4900016784668,111800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,60.29999923706055,61.0099983215332,58.68000030517578,60.52999877929688,140200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,60.400001525878906,60.959999084472656,57.43999862670898,57.5,304900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,57.95000076293945,58.81999969482422,57.380001068115234,58.0,104500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,58.52999877929688,58.630001068115234,56.470001220703125,56.56999969482422,113700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,56.08000183105469,57.900001525878906,55.83000183105469,57.83000183105469,98300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,57.5,57.68999862670898,56.52000045776367,56.65999984741211,58400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,57.220001220703125,58.040000915527344,55.86000061035156,55.970001220703125,92700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,56.09000015258789,57.61000061035156,56.02999877929688,57.22999954223633,87500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,56.31999969482422,56.9900016784668,55.70000076293945,56.06999969482422,84600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,55.310001373291016,56.119998931884766,54.34000015258789,54.560001373291016,192100.0,,,,,,,,,,
