Date,Open,High,Low,Close,Volume,"('Adj Close', 'CPS')","('Close', 'CPS')","('High', 'CPS')","('Low', 'CPS')","('Open', 'CPS')","('Volume', 'CPS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,19.280000686645508,19.280000686645508,18.5,18.739999771118164,140800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,18.290000915527344,18.3799991607666,17.420000076293945,17.489999771118164,124000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,17.299999237060547,17.489999771118164,16.8700008392334,17.010000228881836,139600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,17.309999465942383,18.040000915527344,17.010000228881836,17.639999389648438,218500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,17.549999237060547,18.38999938964844,17.170000076293945,18.15999984741211,92200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,17.760000228881836,17.950000762939453,17.450000762939453,17.520000457763672,137800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,17.239999771118164,17.579999923706055,16.959999084472656,17.190000534057617,127100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,17.1299991607666,17.239999771118164,16.780000686645508,16.920000076293945,101200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,17.030000686645508,17.239999771118164,16.440000534057617,16.649999618530273,127100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,16.40999984741211,16.610000610351562,16.110000610351562,16.399999618530273,119900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,16.010000228881836,16.6200008392334,15.800000190734863,16.59000015258789,141300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,16.829999923706055,16.860000610351562,16.020000457763672,16.56999969482422,115400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,16.6299991607666,17.06999969482422,16.360000610351562,16.719999313354492,138000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,16.969999313354492,17.739999771118164,16.850000381469727,17.420000076293945,119700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,17.899999618530273,17.959999084472656,17.540000915527344,17.75,108600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,18.010000228881836,18.010000228881836,16.649999618530273,16.739999771118164,108800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,17.170000076293945,17.290000915527344,16.530000686645508,17.260000228881836,167500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,17.399999618530273,17.68000030517578,16.610000610351562,16.790000915527344,74600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,16.690000534057617,17.190000534057617,16.260000228881836,17.1299991607666,140100.0,,,,,,,,,,
