Date,Open,High,Low,Close,Volume,"('Adj Close', 'BFH')","('Close', 'BFH')","('High', 'BFH')","('Low', 'BFH')","('Open', 'BFH')","('Volume', 'BFH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,32.40999984741211,33.72999954223633,32.349998474121094,32.9900016784668,679300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,32.0,32.650001525878906,31.40999984741211,31.8700008392334,710900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,32.119998931884766,32.119998931884766,31.3700008392334,31.520000457763672,413200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,31.01000022888184,32.779998779296875,31.01000022888184,32.5099983215332,450300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,32.54999923706055,33.59000015258789,32.310001373291016,33.56999969482422,570000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,32.36000061035156,33.0,32.02000045776367,32.83000183105469,1496300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,32.220001220703125,32.810001373291016,32.220001220703125,32.5,460100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,32.470001220703125,32.77000045776367,32.0099983215332,32.72999954223633,889900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,33.150001525878906,33.2599983215332,31.38999938964844,31.420000076293945,480600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,31.100000381469727,31.34000015258789,30.68000030517578,31.09000015258789,674100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,30.299999237060547,30.670000076293945,29.920000076293945,30.11000061035156,799500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,29.8700008392334,29.920000076293945,29.01000022888184,29.440000534057617,1056800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,29.61000061035156,30.350000381469727,29.1200008392334,30.209999084472656,763900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,30.5,31.399999618530277,30.5,31.020000457763672,747200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,31.399999618530277,31.670000076293945,30.709999084472656,30.75,533600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,31.18000030517578,31.6299991607666,30.15999984741211,30.5,1090400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,28.8799991607666,33.02000045776367,28.0,32.630001068115234,1952500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,33.13999938964844,36.06999969482422,33.11000061035156,35.470001220703125,2313600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,35.470001220703125,36.2400016784668,35.0099983215332,36.22999954223633,1264600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,36.34000015258789,36.7400016784668,36.02999877929688,36.68000030517578,808900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,36.43999862670898,37.650001525878906,36.02999877929688,36.27000045776367,914900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,36.709999084472656,37.220001220703125,34.97999954223633,36.33000183105469,557900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,35.900001525878906,36.0099983215332,35.29999923706055,35.5,514700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,34.869998931884766,34.900001525878906,33.9900016784668,34.31999969482422,633200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,34.20000076293945,34.79999923706055,33.970001220703125,34.279998779296875,403900.0,,,,,,,,,,
