Date,Open,High,Low,Close,Volume,"('Adj Close', 'PMVP')","('Close', 'PMVP')","('High', 'PMVP')","('Low', 'PMVP')","('Open', 'PMVP')","('Volume', 'PMVP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.0999999046325684,3.470000028610229,3.069999933242798,3.119999885559082,722700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.119999885559082,3.190000057220459,2.9100000858306885,2.9600000381469727,346900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.970000028610229,2.9800000190734863,2.789999961853028,2.859999895095825,251000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.819999933242798,2.819999933242798,2.6600000858306885,2.690000057220459,296100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.6700000762939453,2.789999961853028,2.5299999713897705,2.7799999713897705,460700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.799999952316284,2.799999952316284,2.575000047683716,2.5999999046325684,273100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.5999999046325684,2.720000028610229,2.509999990463257,2.559999942779541,278400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.539999961853028,2.539999961853028,2.3499999046325684,2.365000009536743,272000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.4200000762939453,2.559999942779541,2.2300000190734863,2.25,300500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.2300000190734863,2.2300000190734863,2.0,2.039999961853028,332400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.9900000095367432,1.9900000095367432,1.809999942779541,1.909999966621399,392300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.909999966621399,1.919999957084656,1.7899999618530271,1.7999999523162842,239800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.830000042915344,1.830000042915344,1.5149999856948853,1.6100000143051147,721400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.7000000476837158,1.7000000476837158,1.5299999713897705,1.6200000047683716,591500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.600000023841858,1.7350000143051147,1.600000023841858,1.7000000476837158,735400.0,,,,,,,,,,
