Date,Open,High,Low,Close,Volume,"('Adj Close', 'CMA')","('Close', 'CMA')","('High', 'CMA')","('Low', 'CMA')","('Open', 'CMA')","('Volume', 'CMA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,55.459999084472656,56.84999847412109,54.93000030517578,56.5,2342800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,55.560001373291016,55.56999969482422,54.18000030517578,54.68000030517578,2276200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,55.13999938964844,56.130001068115234,54.970001220703125,55.06999969482422,2392800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,55.15999984741211,57.06999969482422,54.84999847412109,56.5099983215332,1931100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,56.11000061035156,56.90999984741211,55.650001525878906,56.79999923706055,1507700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,55.93999862670898,56.38999938964844,55.68999862670898,56.15999984741211,1415200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,55.79999923706055,55.9900016784668,55.13999938964844,55.54999923706055,1356000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,55.29999923706055,55.43000030517578,53.970001220703125,55.20000076293945,1596900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,55.58000183105469,55.59000015258789,53.63999938964844,54.11000061035156,1442300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,53.220001220703125,53.52000045776367,52.38999938964844,53.25,2038500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,52.29999923706055,53.290000915527344,52.09000015258789,52.68000030517578,2041600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,53.09999847412109,53.2400016784668,51.63999938964844,52.290000915527344,2520200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,52.20000076293945,52.9900016784668,51.4900016784668,52.59999847412109,4042200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,51.54999923706055,53.7599983215332,51.54999923706055,53.66999816894531,2635700.0,,,,,,,,,,
