Date,Open,High,Low,Close,Volume,"('Adj Close', 'DOCN')","('Close', 'DOCN')","('High', 'DOCN')","('Low', 'DOCN')","('Open', 'DOCN')","('Volume', 'DOCN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,36.0,36.650001525878906,35.34000015258789,36.2400016784668,1083600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,35.38999938964844,35.790000915527344,34.40999984741211,34.72999954223633,1298000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,34.58000183105469,35.3650016784668,34.38999938964844,35.150001525878906,753700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,34.66999816894531,36.09000015258789,34.599998474121094,35.34000015258789,517300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,35.459999084472656,36.875,35.459999084472656,36.79999923706055,765100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,36.29999923706055,36.86000061035156,36.15999984741211,36.540000915527344,607000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,36.560001373291016,37.0099983215332,36.25,36.52999877929688,744200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,36.34999847412109,37.09999847412109,35.43000030517578,36.40999984741211,632400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,36.7400016784668,37.5,35.66999816894531,35.66999816894531,717000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,35.16999816894531,35.56999969482422,34.540000915527344,35.0,785300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,34.040000915527344,34.400001525878906,32.86000061035156,34.31999969482422,1330200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,34.90999984741211,35.119998931884766,33.56999969482422,34.4900016784668,743000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,34.86000061035156,34.9900016784668,34.040000915527344,34.65999984741211,733900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,35.5099983215332,36.650001525878906,34.599998474121094,34.849998474121094,900500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,34.810001373291016,35.130001068115234,34.06999969482422,34.25,821300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,34.650001525878906,34.95000076293945,32.58000183105469,32.650001525878906,1240900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,33.099998474121094,33.349998474121094,32.63999938964844,33.13999938964844,839200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,33.4900016784668,33.959999084472656,32.82500076293945,33.0,615400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,33.0,34.84000015258789,32.779998779296875,34.79999923706055,658400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,34.81999969482422,35.36000061035156,34.1349983215332,35.27000045776367,1085400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,34.72999954223633,35.18000030517578,33.65999984741211,33.720001220703125,1009200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,34.040000915527344,34.900001525878906,33.65999984741211,34.63999938964844,783700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,34.810001373291016,36.2400016784668,33.939998626708984,35.7400016784668,949400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,35.150001525878906,35.20000076293945,33.849998474121094,34.369998931884766,674000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,34.369998931884766,35.380001068115234,34.369998931884766,34.70000076293945,828400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,34.83000183105469,36.310001373291016,33.81999969482422,35.52000045776367,904300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,35.34000015258789,36.880001068115234,35.0099983215332,36.7400016784668,823900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,37.68999862670898,40.70000076293945,37.5099983215332,39.41999816894531,2304300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,39.0,40.56999969482422,38.86000061035156,39.43000030517578,1205600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,37.20000076293945,39.09999847412109,37.06100082397461,37.869998931884766,1890000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,38.52999877929688,39.77999877929688,37.70000076293945,39.52000045776367,870900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,39.70000076293945,40.95500183105469,39.040000915527344,40.880001068115234,1440600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,40.36000061035156,41.06999969482422,39.83000183105469,40.29999923706055,1240400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,38.5,39.220001220703125,36.380001068115234,37.0,2883500.0,,,,,,,,,,
