Date,Open,High,Low,Close,Volume,"('Adj Close', 'DIS')","('Close', 'DIS')","('High', 'DIS')","('Low', 'DIS')","('Open', 'DIS')","('Volume', 'DIS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,90.0999984741211,91.4800033569336,89.7300033569336,90.70999908447266,10587600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,90.2300033569336,92.08000183105467,90.0,91.6500015258789,11929800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,91.94000244140624,91.94000244140624,90.0,90.55999755859376,12087400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,90.41000366210938,91.31999969482422,90.36000061035156,90.9000015258789,9084400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,91.5500030517578,91.94000244140624,91.0,91.5500030517578,11103700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,91.0500030517578,91.0999984741211,89.5999984741211,89.66999816894531,11255100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,89.81999969482422,89.81999969482422,88.87999725341797,89.29000091552734,15091600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,89.38999938964844,89.77999877929688,88.69000244140625,89.44999694824219,9642200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,89.6500015258789,90.83000183105467,89.6500015258789,90.3499984741211,11912800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,90.29000091552734,93.08999633789062,89.45999908447266,93.0500030517578,16780900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,92.58000183105467,93.76000213623048,90.0999984741211,90.33999633789062,15735200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,90.66000366210938,92.51000213623048,90.41000366210938,92.20999908447266,12203200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,92.31999969482422,93.58000183105467,91.62999725341795,93.05999755859376,19782400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,92.87000274658205,95.2300033569336,92.87000274658205,95.08000183105467,15119400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,95.43000030517578,95.88999938964844,93.18000030517578,93.7699966430664,11559400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,94.41999816894533,95.25,93.26000213623048,93.5,10454900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,93.91999816894533,94.94000244140624,93.75,94.86000061035156,8661600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,95.0,95.52999877929688,94.6999969482422,95.36000061035156,7812800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,95.41999816894533,97.5,95.0,97.48999786376952,13422200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,96.5199966430664,97.54000091552734,96.01000213623048,96.94000244140624,9139600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,96.41999816894533,97.56999969482422,95.80999755859376,96.0500030517578,9592300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,96.37000274658205,97.93000030517578,95.9000015258789,97.05999755859376,8484800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,96.27999877929688,97.41000366210938,95.81999969482422,97.12999725341795,9319100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,96.6999969482422,97.37000274658205,96.48999786376952,96.6500015258789,11679300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,96.91999816894533,99.31999969482422,96.79000091552734,99.29000091552734,16455500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,97.38999938964844,99.27999877929688,96.63999938964844,99.13999938964844,28886300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,107.08000183105467,112.7699966430664,106.8000030517578,110.54000091552734,60558400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,109.5999984741211,110.1500015258789,107.69000244140624,108.38999938964844,21509100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,107.87999725341795,111.05999755859376,107.83000183105467,109.29000091552734,13424000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,108.27999877929688,110.6500015258789,108.20999908447266,110.45999908447266,14594500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,110.58000183105467,111.68000030517578,109.66999816894533,111.55999755859376,11405500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,111.08000183105467,112.91999816894533,111.08000183105467,112.4499969482422,9961900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,112.0199966430664,112.55999755859376,111.16000366210938,111.5999984741211,8779400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,110.8499984741211,111.12999725341795,109.3499984741211,109.44000244140624,9770900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,108.4800033569336,109.22000122070312,107.23999786376952,107.66999816894533,10454400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,107.98999786376952,108.48999786376952,107.41000366210938,107.63999938964844,9266200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,107.56999969482422,108.0,105.83000183105467,107.73999786376952,11724000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,107.5199966430664,108.76000213623048,107.37999725341795,107.68000030517578,8694200.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,107.77999877929688,109.58000183105467,107.77999877929688,109.41999816894533,7595000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,108.77999877929688,111.04000091552734,108.66000366210938,110.8000030517578,10773000.0,,,,,,,,,,
