Date,Open,High,Low,Close,Volume,"('Adj Close', 'CSL')","('Close', 'CSL')","('High', 'CSL')","('Low', 'CSL')","('Open', 'CSL')","('Volume', 'CSL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,309.8900146484375,312.8299865722656,308.1099853515625,310.0,166800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,305.6099853515625,306.20001220703125,300.3500061035156,301.57000732421875,199500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,301.2200012207031,304.1499938964844,300.6099853515625,301.6600036621094,214300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,301.4599914550781,308.19000244140625,301.010009765625,306.25,282700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,306.25,309.5299987792969,305.0,309.5299987792969,140600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,307.8299865722656,309.92999267578125,306.510009765625,307.7099914550781,117800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,308.17999267578125,310.8599853515625,304.6600036621094,305.9800109863281,221100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,305.0799865722656,307.239990234375,301.6400146484375,306.0599975585937,139900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,307.7300109863281,307.8999938964844,301.32000732421875,302.1000061035156,169400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,299.9599914550781,300.8999938964844,297.25,300.8800048828125,192100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,300.3999938964844,310.69000244140625,299.9800109863281,309.6000061035156,279300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,310.5299987792969,311.739990234375,306.6499938964844,310.1099853515625,162000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,309.8500061035156,310.8500061035156,305.0599975585937,308.739990234375,226600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,310.739990234375,313.5199890136719,308.5,309.1600036621094,246700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,309.3399963378906,310.5899963378906,303.79998779296875,303.9200134277344,242200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,306.67999267578125,306.67999267578125,302.0799865722656,302.19000244140625,211300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,305.5299987792969,310.6099853515625,302.44000244140625,310.2099914550781,194500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,311.92999267578125,311.92999267578125,308.20001220703125,309.04998779296875,119900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,309.5400085449219,314.1300048828125,308.44000244140625,314.0,118800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,312.5899963378906,320.5299987792969,310.0400085449219,320.3800048828125,331900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,321.0,322.2900085449219,313.9599914550781,314.260009765625,731000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,316.5599975585937,319.0400085449219,313.1400146484375,319.0400085449219,241000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,316.8500061035156,321.32000732421875,314.1099853515625,320.989990234375,244200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,317.3599853515625,319.69000244140625,314.1199951171875,314.5400085449219,240700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,315.6700134277344,318.0599975585937,313.5599975585937,317.6099853515625,476500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,347.8999938964844,350.0,333.5,341.9100036621094,815900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,340.20001220703125,343.57000732421875,337.010009765625,342.739990234375,446900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,341.739990234375,348.7099914550781,341.739990234375,346.1099853515625,298400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,345.7699890136719,350.989990234375,344.1400146484375,350.510009765625,314200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,343.82000732421875,346.44000244140625,338.5299987792969,343.7300109863281,303300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,347.32000732421875,349.2900085449219,344.42999267578125,347.4200134277344,241900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,347.7799987792969,349.3800048828125,344.0,345.2799987792969,226200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,345.4200134277344,348.20001220703125,341.8299865722656,341.9200134277344,237900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,339.9100036621094,347.4200134277344,339.1000061035156,346.9200134277344,218600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,346.2300109863281,347.9800109863281,343.5599975585937,347.44000244140625,278400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,350.0,353.239990234375,349.0199890136719,352.8599853515625,198800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,355.0,357.7799987792969,353.6400146484375,356.2699890136719,171400.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,355.0,357.3500061035156,350.0199890136719,350.2900085449219,167700.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,351.17999267578125,351.6300048828125,346.4200134277344,347.20001220703125,309300.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,347.2699890136719,350.5400085449219,346.2900085449219,349.67999267578125,351300.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,349.7900085449219,353.95001220703125,346.7200012207031,350.0,488000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,350.57000732421875,350.6700134277344,346.54998779296875,347.1000061035156,393000.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,348.5199890136719,354.0899963378906,347.9700012207031,352.489990234375,273800.0,,,,,,,,,,
