Date,Open,High,Low,Close,Volume,"('Adj Close', 'REKR')","('Close', 'REKR')","('High', 'REKR')","('Low', 'REKR')","('Open', 'REKR')","('Volume', 'REKR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.289999961853028,3.289999961853028,2.9600000381469727,3.140000104904175,800600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.1600000858306885,3.3499999046325684,3.049999952316284,3.2699999809265137,807800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.25,3.494999885559082,3.2300000190734863,3.4100000858306885,943000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.400000095367432,3.4600000381469727,3.25,3.3499999046325684,1002600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.3399999141693115,3.6649999618530273,3.2799999713897705,3.630000114440918,919100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.650000095367432,3.849999904632568,3.609999895095825,3.740000009536743,891900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.7300000190734863,3.7300000190734863,3.400000095367432,3.509999990463257,905900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.490000009536743,3.559999942779541,3.259999990463257,3.4200000762939453,776100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.450000047683716,3.7170000076293945,3.450000047683716,3.5999999046325684,998500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.5199999809265137,3.920000076293945,3.4049999713897705,3.869999885559082,1594900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.809999942779541,3.809999942779541,3.5299999713897705,3.609999895095825,1247900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.640000104904175,3.7200000286102295,3.384999990463257,3.4600000381469727,853800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.4800000190734863,3.5199999809265137,3.3399999141693115,3.4800000190734863,1075100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.569999933242798,3.690000057220459,3.505000114440918,3.630000114440918,634200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.660000085830689,3.670000076293945,3.4600000381469727,3.5799999237060547,735300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.640000104904175,3.7799999713897705,3.444999933242798,3.509999990463257,1015800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.5299999713897705,3.6689999103546143,3.430000066757202,3.450000047683716,600400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.4600000381469727,3.5,3.345000028610229,3.440000057220459,588200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.430000066757202,3.5,3.299999952316284,3.400000095367432,842800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.450000047683716,3.505000114440918,3.2699999809265137,3.3399999141693115,784900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.3299999237060547,3.359999895095825,3.0999999046325684,3.150000095367432,979700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.190000057220459,3.25,3.075000047683716,3.1600000858306885,721800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.150000095367432,3.150000095367432,3.0299999713897705,3.119999885559082,612800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.0999999046325684,3.150000095367432,2.9649999141693115,3.049999952316284,828600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.039999961853028,3.130000114440918,2.930000066757202,3.0,977300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.8499999046325684,2.859999895095825,2.664999961853028,2.690000057220459,3694300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.6700000762939453,2.7950000762939453,2.630000114440918,2.6700000762939453,1463800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.6700000762939453,2.759999990463257,2.619999885559082,2.75,1307700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.789999961853028,2.789999961853028,2.650000095367432,2.700000047683716,1057900.0,,,,,,,,,,
