Date,Open,High,Low,Close,Volume,"('Adj Close', 'ALLE')","('Close', 'ALLE')","('High', 'ALLE')","('Low', 'ALLE')","('Open', 'ALLE')","('Volume', 'ALLE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,125.91999816894533,126.4800033569336,123.4800033569336,124.25,1003700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,123.04000091552734,123.04000091552734,120.66000366210938,121.51000213623048,825800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,121.55999755859376,122.93000030517578,121.08999633789062,122.2699966430664,751000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,122.27999877929688,123.3000030517578,121.93000030517578,122.77999877929688,660100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,123.04000091552734,124.08999633789062,122.66000366210938,123.7300033569336,697500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,122.6500015258789,124.08000183105467,122.6500015258789,124.0500030517578,519000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,123.44000244140624,124.37000274658205,121.87999725341795,122.0999984741211,868400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,121.8499984741211,122.18000030517578,119.83000183105467,120.66999816894533,863000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,121.98999786376952,121.98999786376952,119.16999816894533,119.77999877929688,550900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,118.81999969482422,119.4499969482422,117.16999816894533,119.41000366210938,900400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,118.5199966430664,119.62999725341795,117.94000244140624,118.72000122070312,922200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,119.26000213623048,121.26000213623048,119.26000213623048,121.16999816894533,599700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,121.26000213623048,122.51000213623048,120.16999816894533,122.19000244140624,673700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,123.16000366210938,125.41000366210938,122.98999786376952,125.38999938964844,795000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,125.47000122070312,126.13999938964844,122.75,124.33000183105467,521400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,125.43000030517578,125.43000030517578,122.5,122.93000030517578,487400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,124.79000091552734,125.80999755859376,123.56999969482422,125.76000213623048,577400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,125.72000122070312,126.25,124.72000122070312,124.87000274658205,510900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,124.66000366210938,126.88999938964844,124.0999984741211,126.86000061035156,638200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,126.0199966430664,127.33000183105467,125.62999725341795,126.19000244140624,479700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,125.76000213623048,126.4000015258789,123.70999908447266,123.88999938964844,619400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,124.9499969482422,127.2699966430664,124.01000213623048,127.2300033569336,774300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,126.3000030517578,128.4199981689453,125.08000183105467,127.62999725341795,585000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,126.1999969482422,126.75,123.88999938964844,125.76000213623048,598100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,125.0500030517578,126.4499969482422,125.0500030517578,126.02999877929688,338800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,126.93000030517578,127.58999633789062,126.06999969482422,126.94000244140624,548700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,128.75999450683594,130.58999633789062,127.83000183105467,130.52000427246094,755700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,130.19000244140625,132.9499969482422,130.19000244140625,131.91000366210938,780400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,131.6699981689453,133.92999267578125,131.58999633789062,133.57000732421875,766100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,129.0,130.6699981689453,128.22000122070312,129.58999633789062,840700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,131.07000732421875,131.30999755859375,129.0399932861328,131.17999267578125,694500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,132.02999877929688,133.66000366210938,131.39999389648438,133.30999755859375,680700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,132.5800018310547,134.88999938964844,131.9499969482422,132.4199981689453,1002800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,128.19000244140625,136.91000366210938,128.0500030517578,132.05999755859375,1527700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,131.60000610351562,132.52999877929688,128.75,131.11000061035156,1072700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,132.47000122070312,133.32000732421875,127.2699966430664,129.66000366210938,1321600.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,127.75,129.86000061035156,127.51000213623048,129.08999633789062,931600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,128.77000427246094,129.6199951171875,128.22000122070312,128.49000549316406,877500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,131.6999969482422,131.6999969482422,128.69000244140625,129.2899932861328,950000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,128.8800048828125,129.82000732421875,127.95999908447266,128.16000366210938,819900.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,128.60000610351562,129.60000610351562,127.79000091552734,127.87000274658205,1731600.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,127.5500030517578,128.0,126.4800033569336,126.8000030517578,1435600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,126.43000030517578,129.88999938964844,125.77999877929688,128.7899932861328,1176300.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,128.22000122070312,129.42999267578125,126.56999969482422,127.52999877929688,764800.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,128.27999877929688,129.3800048828125,127.16999816894533,128.41000366210938,588800.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,129.36000061035156,131.9499969482422,129.0399932861328,131.89999389648438,1376200.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,132.52000427246094,134.5,130.64999389648438,130.85000610351562,803000.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,130.47999572753906,131.38999938964844,129.35000610351562,131.0399932861328,720500.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,131.2899932861328,133.60000610351562,130.3699951171875,133.0800018310547,806400.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,133.02999877929688,134.39999389648438,132.2899932861328,132.75999450683594,959200.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,132.38999938964844,132.69000244140625,128.66000366210938,130.05999755859375,920400.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,129.0,131.60000610351562,129.0,130.38999938964844,1538700.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,131.4499969482422,131.8800048828125,130.50999450683594,131.33999633789062,505400.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,131.3000030517578,133.2899932861328,131.3000030517578,133.00999450683594,540900.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,133.24000549316406,135.35000610351562,132.69000244140625,135.27999877929688,610400.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,135.82000732421875,136.07000732421875,134.7899932861328,135.2899932861328,670400.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,135.47000122070312,135.47000122070312,133.72999572753906,134.1199951171875,352600.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,133.75,134.25,132.52999877929688,132.91000366210938,355400.0,,,,,,,,,,
