Date,Open,High,Low,Close,Volume,"('Adj Close', 'HUM')","('Close', 'HUM')","('High', 'HUM')","('Low', 'HUM')","('Open', 'HUM')","('Volume', 'HUM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,459.739990234375,471.5499877929688,458.1499938964844,470.1000061035156,1966900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,474.9100036621094,475.0,463.8399963378906,464.5199890136719,1307400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,469.1000061035156,471.3699951171875,466.1700134277344,466.5400085449219,951800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,464.0299987792969,464.75,453.7300109863281,458.2699890136719,1692700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,458.9800109863281,464.3800048828125,451.989990234375,460.739990234375,1584500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,462.0799865722656,462.0799865722656,455.8800048828125,459.2999877929688,1430300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,458.05999755859375,460.3599853515625,456.1600036621094,459.0799865722656,1151600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,457.2900085449219,459.760009765625,453.3599853515625,454.989990234375,1162100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,430.9100036621094,444.989990234375,429.1300048828125,438.7099914550781,2742900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,441.4800109863281,441.4800109863281,433.55999755859375,438.7900085449219,1831300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,440.9400024414063,455.5299987792969,439.3599853515625,447.760009765625,2529700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,392.4400024414063,415.7300109863281,390.5,411.9800109863281,9405300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,410.5,412.3900146484375,400.9700012207031,401.5299987792969,3022100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,400.0,411.7200012207031,397.0,409.6499938964844,2447800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,408.0299987792969,410.2699890136719,404.0,407.5199890136719,1615700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,407.0700073242188,411.7999877929688,400.9800109863281,402.3999938964844,2120400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,350.6300048828125,364.8200073242188,342.69000244140625,355.3599853515625,10864900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,354.9200134277344,368.760009765625,354.260009765625,361.2300109863281,4460500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,363.0,367.760009765625,358.1000061035156,365.9400024414063,2854100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,370.3900146484375,378.0,365.8900146484375,376.8299865722656,3059400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,380.0199890136719,383.4400024414063,375.510009765625,378.05999755859375,2264300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,375.0700073242188,379.5,370.0,375.8200073242188,3045500.0,,,,,,,,,,
