Date,Open,High,Low,Close,Volume,"('Adj Close', 'MP')","('Close', 'MP')","('High', 'MP')","('Low', 'MP')","('Open', 'MP')","('Volume', 'MP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,19.549999237060547,20.02899932861328,19.46999931335449,19.65999984741211,2532700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,19.1200008392334,19.21500015258789,18.42099952697754,18.76000022888184,3249500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,18.649999618530277,19.01000022888184,18.450000762939453,18.71999931335449,3168600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,18.479999542236328,18.770000457763672,18.040000915527344,18.34000015258789,2031900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,18.26000022888184,18.6299991607666,17.950000762939453,18.59000015258789,1684000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,18.299999237060547,18.420000076293945,17.959999084472656,18.030000686645508,1561700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,17.959999084472656,17.989999771118164,17.11400032043457,17.309999465942383,3712400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,17.329999923706055,17.7549991607666,17.100000381469727,17.489999771118164,3126500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,17.729999542236328,18.420000076293945,17.559999465942383,17.790000915527344,2399800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,17.5,17.639999389648438,16.65999984741211,16.709999084472656,3130100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,16.290000915527344,16.350000381469727,15.90999984741211,16.040000915527344,2401500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,16.1299991607666,16.270000457763672,15.640000343322754,15.859999656677246,3042300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,15.869999885559082,15.899999618530272,15.369999885559082,15.800000190734863,2818300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,15.6899995803833,16.290000915527344,15.527999877929688,16.040000915527344,2638600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,16.389999389648438,16.6200008392334,15.895000457763672,16.15999984741211,2373400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,16.600000381469727,16.600000381469727,15.914999961853027,16.040000915527344,2300600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,16.264999389648438,16.264999389648438,15.460000038146973,15.800000190734863,2209300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,15.779999732971191,15.949999809265137,15.6850004196167,15.81999969482422,1959000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,15.720000267028809,16.356000900268555,15.545000076293944,16.299999237060547,2316900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,16.040000915527344,16.25,15.93000030517578,16.049999237060547,1578600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,16.1200008392334,16.5,15.710000038146973,15.8100004196167,2519300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,16.100000381469727,16.309999465942383,15.869999885559082,16.15999984741211,2030400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,16.6299991607666,17.315000534057617,16.47100067138672,17.190000534057617,4348300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,16.549999237060547,16.75,16.219999313354492,16.25,3423500.0,,,,,,,,,,
