Date,Open,High,Low,Close,Volume,"('Adj Close', 'TNET')","('Close', 'TNET')","('High', 'TNET')","('Low', 'TNET')","('Open', 'TNET')","('Volume', 'TNET')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,118.0,118.66999816894533,116.16999816894533,117.86000061035156,164800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,117.16999816894533,117.16999816894533,115.3000030517578,115.68000030517578,173600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,115.33000183105467,116.9499969482422,115.26000213623048,116.87999725341795,220800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,116.33000183105467,117.33000183105467,114.58999633789062,114.6999969482422,224800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,115.38999938964844,120.01000213623048,114.66999816894533,119.79000091552734,245700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,118.72000122070312,119.33999633789062,117.6500015258789,118.0500030517578,208200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,118.5199966430664,118.8000030517578,116.66000366210938,117.45999908447266,226800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,117.41999816894533,117.52999877929688,115.25,117.11000061035156,241100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,117.58999633789062,118.36000061035156,114.2300033569336,114.91000366210938,329800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,114.0199966430664,115.79000091552734,113.04000091552734,115.68000030517578,211000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,114.81999969482422,117.97000122070312,114.81999969482422,117.70999908447266,179600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,117.58000183105467,117.58000183105467,114.16999816894533,114.87999725341795,251500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,115.33000183105467,117.04000091552734,114.6999969482422,116.3000030517578,191100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,117.4499969482422,117.62000274658205,115.83999633789062,116.29000091552734,166800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,117.33000183105467,117.91000366210938,116.47000122070312,117.08000183105467,205100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,118.36000061035156,118.36000061035156,115.87000274658205,116.18000030517578,154600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,117.43000030517578,117.43000030517578,114.5500030517578,114.91000366210938,174300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,115.47000122070312,116.5199966430664,114.6500015258789,115.48999786376952,143100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,115.47000122070312,116.69000244140624,115.25,116.26000213623048,177900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,115.87999725341795,116.75,115.48999786376952,115.72000122070312,145800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,115.7699966430664,116.7300033569336,113.51000213623048,113.6999969482422,191500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,114.5,115.5,113.1500015258789,114.97000122070312,216400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,113.9499969482422,115.51000213623048,113.16999816894533,114.91999816894533,364100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,114.22000122070312,115.29000091552734,113.44000244140624,114.97000122070312,201200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,114.79000091552734,116.22000122070312,114.79000091552734,115.98999786376952,127700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,116.30999755859376,116.30999755859376,114.33999633789062,114.66999816894533,190500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,114.3499984741211,114.3499984741211,109.52999877929688,112.04000091552734,428600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,112.72000122070312,113.38999938964844,110.7699966430664,112.62999725341795,268600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,112.98999786376952,113.81999969482422,112.94000244140624,113.66000366210938,189100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,111.4499969482422,112.68000030517578,111.13999938964844,111.68000030517578,274500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,112.87999725341795,113.44000244140624,111.6999969482422,113.1500015258789,310700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,113.05999755859376,117.43000030517578,113.05999755859376,117.33999633789062,438400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,118.11000061035156,130.72000122070312,114.62999725341795,127.18000030517578,810900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,125.66000366210938,125.66000366210938,121.5,123.23999786376952,484300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,122.62999725341795,123.63999938964844,120.4000015258789,123.41999816894533,310800.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,123.02999877929688,125.6500015258789,123.02999877929688,124.5999984741211,289300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,125.0,128.4499969482422,124.72000122070312,128.36000061035156,269800.0,,,,,,,,,,
