Date,Open,High,Low,Close,Volume,"('Adj Close', 'LILA')","('Close', 'LILA')","('High', 'LILA')","('Low', 'LILA')","('Open', 'LILA')","('Volume', 'LILA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,7.260000228881836,7.438000202178955,7.159999847412109,7.309999942779541,692800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,7.260000228881836,7.289999961853027,7.054999828338623,7.059999942779541,234400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,7.090000152587891,7.099999904632568,6.940000057220459,7.010000228881836,241700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.96999979019165,7.110000133514404,6.949999809265137,6.989999771118164,333400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,7.0,7.130000114440918,6.949999809265137,7.119999885559082,123800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.989999771118164,7.130000114440918,6.96999979019165,7.090000152587891,186500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,7.039999961853027,7.139999866485596,7.033999919891357,7.070000171661377,165900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,7.039999961853027,7.195000171661377,6.96999979019165,7.139999866485596,232300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,7.239999771118164,7.340000152587891,7.119999885559082,7.130000114440918,130400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,7.079999923706055,7.125,6.994999885559082,7.039999961853027,293400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.960000038146973,7.144999980926514,6.945000171661377,7.019999980926514,240700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,7.050000190734863,7.139999866485596,6.800000190734863,7.050000190734863,219900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,7.079999923706055,7.144999980926514,6.980000019073486,7.130000114440918,239100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,7.150000095367432,7.210000038146973,7.0,7.110000133514404,270300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,7.199999809265137,7.330999851226807,7.190000057220459,7.269999980926514,156800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,7.349999904632568,7.369999885559082,7.002999782562256,7.059999942779541,165600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,7.139999866485596,7.199999809265137,7.0,7.170000076293945,281900.0,,,,,,,,,,
