Date,Open,High,Low,Close,Volume,"('Adj Close', 'HLIO')","('Close', 'HLIO')","('High', 'HLIO')","('Low', 'HLIO')","('Open', 'HLIO')","('Volume', 'HLIO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,44.900001525878906,45.650001525878906,44.470001220703125,44.68000030517578,219800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,44.5099983215332,44.5099983215332,42.54999923706055,42.66999816894531,304900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,42.95000076293945,42.95000076293945,42.0,42.27000045776367,415400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,41.77999877929688,43.290000915527344,41.77999877929688,42.34999847412109,235100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,42.09999847412109,42.869998931884766,41.959999084472656,42.29999923706055,237800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,41.72999954223633,41.75,40.43000030517578,41.52000045776367,307200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,41.400001525878906,41.720001220703125,41.0,41.209999084472656,143600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,41.22999954223633,42.7599983215332,40.709999084472656,42.75,193200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,43.470001220703125,43.61000061035156,42.40999984741211,42.560001373291016,121400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,42.060001373291016,42.310001373291016,40.93999862670898,41.0,160000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,40.220001220703125,41.34999847412109,40.220001220703125,41.0099983215332,130900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,41.18999862670898,41.79999923706055,40.86000061035156,41.709999084472656,168000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,42.0,42.16999816894531,41.43999862670898,42.0099983215332,116400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,43.33000183105469,44.43999862670898,42.70000076293945,43.20000076293945,221300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,43.77999877929688,43.77999877929688,42.38999938964844,42.86000061035156,199300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,43.36000061035156,43.36000061035156,42.18000030517578,42.79999923706055,191500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,43.54999923706055,43.63999938964844,42.790000915527344,43.18000030517578,209200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,43.61000061035156,43.66999816894531,42.61000061035156,42.869998931884766,170800.0,,,,,,,,,,
