Date,Open,High,Low,Close,Volume,"('Adj Close', 'IAS')","('Close', 'IAS')","('High', 'IAS')","('Low', 'IAS')","('Open', 'IAS')","('Volume', 'IAS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,14.3100004196167,14.984999656677246,14.100000381469728,14.81999969482422,4860300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,14.65999984741211,14.720000267028809,14.279999732971191,14.31999969482422,1126500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,14.359999656677246,14.380000114440918,14.18000030517578,14.300000190734863,613600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,14.15999984741211,14.244999885559082,13.93000030517578,14.170000076293944,1333600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,14.199999809265137,14.800000190734863,14.045000076293944,14.6899995803833,1169300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,14.619999885559082,14.760000228881836,14.460000038146973,14.520000457763672,733300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,14.479999542236328,14.600000381469728,14.220000267028809,14.350000381469728,905200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,14.59000015258789,14.914999961853027,14.3100004196167,14.850000381469728,1241500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,14.899999618530272,14.989999771118164,14.710000038146973,14.75,520600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,14.649999618530272,14.6899995803833,14.489999771118164,14.5600004196167,1198800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,14.289999961853027,14.579999923706056,14.104999542236328,14.520000457763672,1122500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,14.630000114440918,15.5600004196167,14.630000114440918,15.140000343322754,1288500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,15.350000381469728,15.350000381469728,14.890000343322754,15.199999809265137,907600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,15.3100004196167,15.829999923706056,15.3100004196167,15.510000228881836,1108900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,15.670000076293944,15.770000457763672,15.43000030517578,15.479999542236328,629200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,15.720000267028809,15.729999542236328,15.109999656677246,15.329999923706056,647100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,15.5600004196167,15.789999961853027,15.300000190734863,15.43000030517578,489900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,15.43000030517578,15.550000190734863,15.100000381469728,15.149999618530272,301800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,15.050000190734863,15.350000381469728,15.050000190734863,15.25,649800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,15.3100004196167,15.3100004196167,14.93000030517578,14.949999809265137,646400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,14.880000114440918,14.949999809265137,14.5,14.550000190734863,439000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,14.6899995803833,15.0,14.630999565124512,15.0,618200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,14.949999809265137,15.585000038146973,14.81999969482422,15.510000228881836,768100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,15.520000457763672,15.975000381469728,15.31999969482422,15.899999618530272,1204800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,15.869999885559082,16.030000686645508,15.539999961853027,15.93000030517578,1169200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,15.920000076293944,15.960000038146973,15.579999923706056,15.770000457763672,758500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,15.829999923706056,16.280000686645508,15.829999923706056,16.149999618530273,828700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,16.149999618530273,16.200000762939453,15.800000190734863,16.1299991607666,730600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,16.15999984741211,16.354999542236328,15.949999809265137,15.970000267028809,823600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,15.539999961853027,16.03499984741211,15.390000343322754,15.710000038146973,680600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,15.850000381469728,16.145000457763672,15.670000076293944,16.1200008392334,674600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,16.1200008392334,16.290000915527344,16.030000686645508,16.110000610351562,819900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,16.059999465942383,16.469999313354492,15.880000114440918,16.18000030517578,1072000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,16.06999969482422,16.440000534057617,15.890000343322754,16.010000228881836,1018500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,15.850000381469728,15.869999885559082,15.574999809265137,15.789999961853027,613500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,15.93000030517578,16.389999389648438,15.734999656677246,16.31999969482422,1091000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,16.719999313354492,16.760000228881836,16.149999618530273,16.739999771118164,1389100.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,16.829999923706055,16.93000030517578,16.510000228881836,16.8700008392334,1245900.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,16.889999389648438,17.530000686645508,16.889999389648438,17.100000381469727,2306800.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,11.350000381469728,11.779999732971191,9.4399995803833,10.010000228881836,15754700.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,10.31999969482422,10.84000015258789,9.960000038146973,10.359999656677246,7301600.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,10.4399995803833,10.4399995803833,9.869999885559082,10.199999809265137,3921000.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,10.109999656677246,10.479999542236328,10.045000076293944,10.229999542236328,2403000.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,10.079999923706056,10.079999923706056,9.670000076293944,9.800000190734863,2672900.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,9.829999923706056,9.890000343322754,9.204999923706056,9.289999961853027,2606400.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,9.31999969482422,9.75,9.100000381469728,9.630000114440918,4322300.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,9.65999984741211,9.829999923706056,9.520000457763672,9.550000190734863,1580700.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,9.5,9.989999771118164,9.489999771118164,9.670000076293944,2193200.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,9.670000076293944,9.800000190734863,9.510000228881836,9.720000267028809,1095700.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,9.699999809265137,9.869999885559082,9.600000381469728,9.789999961853027,1360900.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,9.800000190734863,9.800000190734863,9.4399995803833,9.600000381469728,1408700.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,9.5,9.609999656677246,9.369999885559082,9.369999885559082,3839300.0,,,,,,,,,,
