Date,Open,High,Low,Close,Volume,"('Adj Close', 'PM')","('Close', 'PM')","('High', 'PM')","('Low', 'PM')","('Open', 'PM')","('Volume', 'PM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,93.81999969482422,95.87999725341795,93.66000366210938,95.55999755859376,5038500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,95.44000244140624,95.68000030517578,94.73999786376952,95.41999816894533,4145200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,95.77999877929688,96.81999969482422,95.55999755859376,95.66000366210938,5179400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,95.4000015258789,96.02999877929688,94.62000274658205,95.3000030517578,3251800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,95.88999938964844,96.76000213623048,95.86000061035156,96.29000091552734,3828300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,95.62000274658205,95.68000030517578,94.77999877929688,95.58999633789062,4523500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,95.69000244140624,96.37999725341795,93.51000213623048,94.47000122070312,4837400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,94.31999969482422,95.25,93.8499984741211,95.1500015258789,4467600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,95.97000122070312,96.41000366210938,95.11000061035156,95.2699966430664,3593200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,95.16000366210938,95.16000366210938,94.16000366210938,94.51000213623048,3304500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,94.05999755859376,94.52999877929688,93.37000274658205,93.70999908447266,2753400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,93.0999984741211,93.4800033569336,92.1999969482422,93.19000244140624,3640800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,93.4800033569336,93.56999969482422,91.76000213623048,92.31999969482422,5891600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,92.0500030517578,93.04000091552734,91.83000183105467,92.43000030517578,5201900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,90.9499969482422,91.98999786376952,90.5199966430664,91.8000030517578,4429300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,92.02999877929688,92.06999969482422,90.8499984741211,90.87999725341795,5562100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,91.4499969482422,91.79000091552734,90.8499984741211,91.20999908447266,7212600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,91.75,92.11000061035156,90.83999633789062,90.8499984741211,5935800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,91.20999908447266,91.8000030517578,90.97000122070312,91.6999969482422,6509100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,91.33999633789062,91.93000030517578,90.4800033569336,91.76000213623048,6120500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,91.86000061035156,91.88999938964844,90.79000091552734,90.8499984741211,7323000.0,,,,,,,,,,
