Date,Open,High,Low,Close,Volume,"('Adj Close', 'CRL')","('Close', 'CRL')","('High', 'CRL')","('Low', 'CRL')","('Open', 'CRL')","('Volume', 'CRL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,234.55999755859372,237.2100067138672,232.8300018310547,234.25,550600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,230.82000732421875,231.3000030517578,221.8500061035156,224.0200042724609,532800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,222.8000030517578,224.97000122070312,222.2400054931641,223.3500061035156,475900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,221.0800018310547,226.69000244140625,221.0800018310547,223.88999938964844,309200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,223.69000244140625,227.47000122070312,220.17999267578125,226.92999267578125,870300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,224.83999633789065,230.0800018310547,209.0200042724609,215.19000244140625,992800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,215.33999633789065,215.33999633789065,205.07000732421875,213.13999938964844,1096300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,214.07000732421875,215.5800018310547,209.8699951171875,213.4600067138672,676500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,214.82000732421875,216.22999572753903,211.3500061035156,211.4900054931641,351300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,208.1499938964844,208.50999450683597,205.00999450683597,206.42999267578125,653200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,204.3500061035156,206.97000122070312,201.00999450683597,203.5200042724609,489000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,203.32000732421875,206.3999938964844,201.2700042724609,206.1100006103516,342200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,206.6199951171875,212.25999450683597,205.0200042724609,212.02999877929688,1047500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,212.77999877929688,216.5399932861328,212.2700042724609,215.82000732421875,501700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,216.97999572753903,216.97999572753903,211.47999572753903,214.0500030517578,392000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,216.0500030517578,216.0500030517578,211.25999450683597,213.1100006103516,312900.0,,,,,,,,,,
