Date,Open,High,Low,Close,Volume,"('Adj Close', 'AKTS')","('Close', 'AKTS')","('High', 'AKTS')","('Low', 'AKTS')","('Open', 'AKTS')","('Volume', 'AKTS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,0.8500000238418579,0.9337000250816344,0.800000011920929,0.800000011920929,604106.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,0.800000011920929,0.8162999749183655,0.7150999903678894,0.7630000114440918,438873.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,0.7401999831199646,0.7739999890327454,0.7200000286102295,0.7421000003814697,309043.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,0.7699999809265137,0.7799999713897705,0.7400000095367432,0.7652999758720398,297104.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,0.7437000274658203,0.7578999996185303,0.6899999976158142,0.7211999893188477,461258.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,0.7207000255584717,0.7979999780654907,0.7207000255584717,0.7439000010490417,175396.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,0.7490000128746033,0.779699981212616,0.7110000252723694,0.7573999762535095,341382.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,0.7800999879837036,0.7800999879837036,0.699999988079071,0.7038999795913696,318229.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,0.699999988079071,0.7599999904632568,0.6499999761581421,0.652899980545044,375138.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,0.6499999761581421,0.652899980545044,0.5810999870300293,0.5909000039100647,484232.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,0.6000999808311462,0.666100025177002,0.6000000238418579,0.6330999732017517,459166.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,0.800000011920929,0.9800000190734864,0.6775000095367432,0.699999988079071,4162852.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,0.7200000286102295,0.7544999718666077,0.6815000176429749,0.7400000095367432,489396.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,0.7501999735832214,0.7736999988555908,0.699999988079071,0.7250999808311462,308484.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,0.7170000076293945,0.7400000095367432,0.699999988079071,0.7038999795913696,152667.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,0.6800000071525574,0.7479000091552734,0.6697999835014343,0.7045999765396118,345647.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,0.4571999907493591,0.5899999737739563,0.449999988079071,0.5429999828338623,5451867.0,,,,,,,,,,
