Date,Open,High,Low,Close,Volume,"('Adj Close', 'EDUC')","('Close', 'EDUC')","('High', 'EDUC')","('Low', 'EDUC')","('Open', 'EDUC')","('Volume', 'EDUC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.1399999856948853,1.2400000095367432,1.1100000143051147,1.2000000476837158,28800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.2000000476837158,1.2000000476837158,1.149999976158142,1.1799999475479126,3600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.1100000143051147,1.2799999713897705,1.1100000143051147,1.2400000095367432,27300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.25,1.2899999618530271,1.2100000381469729,1.2200000286102295,18700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.2000000476837158,1.2599999904632568,1.1100000143051147,1.1699999570846558,31600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.2200000286102295,1.2200000286102295,1.1699999570846558,1.190000057220459,19500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.2000000476837158,1.2100000381469729,1.149999976158142,1.1699999570846558,14400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.1699999570846558,1.2300000190734863,1.1699999570846558,1.2200000286102295,32200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.2200000286102295,1.4199999570846558,1.159999966621399,1.4199999570846558,80500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.440000057220459,1.8799999952316284,1.440000057220459,1.7999999523162842,227500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.7899999618530271,1.8799999952316284,1.600000023841858,1.690000057220459,59800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.7599999904632568,2.0,1.690000057220459,1.9299999475479128,90600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.9900000095367432,2.039999961853028,1.690000057220459,1.909999966621399,66200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.850000023841858,1.909999966621399,1.7200000286102295,1.7200000286102295,33400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.7799999713897705,1.7799999713897705,1.590000033378601,1.6299999952316284,24500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.6200000047683716,1.6299999952316284,1.4500000476837158,1.5199999809265137,23900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.5800000429153442,1.600000023841858,1.4500000476837158,1.5499999523162842,11800.0,,,,,,,,,,
