Date,Open,High,Low,Close,Volume,"('Adj Close', 'JKHY')","('Close', 'JKHY')","('High', 'JKHY')","('Low', 'JKHY')","('Open', 'JKHY')","('Volume', 'JKHY')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,163.1300048828125,165.33999633789062,162.36000061035156,164.66000366210938,553100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,164.4600067138672,165.1699981689453,163.1300048828125,163.42999267578125,470200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,163.75,167.0,163.0,166.6699981689453,679300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,166.05999755859375,167.97999572753906,166.05999755859375,166.72000122070312,567500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,167.6999969482422,170.3800048828125,167.47999572753906,169.6999969482422,548700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,168.75,169.8800048828125,166.97000122070312,167.19000244140625,414600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,167.19000244140625,167.8000030517578,166.10000610351562,167.61000061035156,244900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,167.66000366210938,168.00999450683594,166.10000610351562,167.27000427246094,324400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,168.0399932861328,168.25999450683594,166.75999450683594,167.58999633789062,217100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,166.9199981689453,167.41000366210938,164.92999267578125,165.17999267578125,284800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,164.14999389648438,165.92999267578125,163.0,165.75999450683594,358400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,164.8300018310547,166.1199951171875,164.14999389648438,165.5399932861328,305900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,166.19000244140625,166.77000427246094,164.52999877929688,166.38999938964844,339600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,167.22999572753906,169.1300048828125,166.55999755859375,168.80999755859375,350100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,168.61000061035156,169.64999389648438,167.08999633789062,168.0500030517578,354100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,168.6199951171875,168.92999267578125,166.16000366210938,166.6300048828125,381900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,166.86000061035156,168.39999389648438,166.08999633789062,168.2899932861328,490400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,169.16000366210938,169.85000610351562,168.5,169.57000732421875,398600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,169.9499969482422,170.63999938964844,168.8000030517578,169.5399932861328,379100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,169.3300018310547,170.49000549316406,169.05999755859375,169.4499969482422,440200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,169.63999938964844,169.92999267578125,164.6300048828125,165.8300018310547,2118700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,165.8300018310547,168.7899932861328,164.32000732421875,166.6699981689453,532000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,166.69000244140625,166.77999877929688,164.27999877929688,165.63999938964844,500900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,164.3699951171875,165.8800048828125,162.13999938964844,163.24000549316406,463200.0,,,,,,,,,,
