Date,Open,High,Low,Close,Volume,"('Adj Close', 'NSC')","('Close', 'NSC')","('High', 'NSC')","('Low', 'NSC')","('Open', 'NSC')","('Volume', 'NSC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,235.57000732421875,238.2400054931641,234.2400054931641,235.66000366210935,711100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,235.5800018310547,235.5800018310547,231.9900054931641,232.97000122070312,841400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,232.77999877929688,233.41000366210935,230.83999633789065,231.0200042724609,932800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,231.0800018310547,231.91000366210935,228.44000244140625,229.0200042724609,1247600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,228.57000732421875,229.9499969482422,226.0800018310547,229.7100067138672,1299400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,227.97999572753903,228.7700042724609,226.25999450683597,227.6499938964844,993000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,227.0200042724609,228.91000366210935,226.27999877929688,228.8500061035156,657600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,228.0,228.0,224.4199981689453,226.6000061035156,790700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,227.8500061035156,229.7700042724609,226.25,229.52999877929688,629300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,228.50999450683597,230.3300018310547,226.7899932861328,229.08999633789065,1067600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,225.1699981689453,228.52999877929688,224.5,226.13999938964844,1055700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,226.44000244140625,236.3000030517578,225.1699981689453,234.25999450683597,2866700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,234.72000122070312,235.97999572753903,232.6999969482422,234.0500030517578,1416600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,239.67999267578125,241.9600067138672,237.08999633789065,240.13999938964844,1669700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,241.8300018310547,242.66000366210935,239.0800018310547,241.55999755859372,1642100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,242.3999938964844,242.3999938964844,236.5,237.07000732421875,1267300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,238.80999755859372,239.8500061035156,235.22999572753903,237.8500061035156,2550600.0,,,,,,,,,,
