Date,Open,High,Low,Close,Volume,"('Adj Close', 'PSTX')","('Close', 'PSTX')","('High', 'PSTX')","('Low', 'PSTX')","('Open', 'PSTX')","('Volume', 'PSTX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.359999895095825,3.5799999237060547,3.309999942779541,3.380000114440918,691400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.369999885559082,3.380000114440918,3.1700000762939453,3.180000066757202,466700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.2300000190734863,3.309999942779541,3.109999895095825,3.220000028610229,388400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.200000047683716,3.220000028610229,3.0299999713897705,3.1700000762939453,386200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.130000114440918,3.275000095367432,3.069999933242798,3.2300000190734863,445300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.150000095367432,3.305000066757202,3.119999885559082,3.220000028610229,267300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.220000028610229,3.289999961853028,3.1449999809265137,3.190000057220459,350600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.1600000858306885,3.2799999713897705,3.009999990463257,3.259999990463257,686700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.259999990463257,3.309999942779541,2.9549999237060547,3.049999952316284,556900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.009999990463257,3.0450000762939453,2.7850000858306885,2.789999961853028,536600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.7699999809265137,2.8399999141693115,2.664999961853028,2.8299999237060547,648800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.799999952316284,2.9600000381469727,2.75,2.8499999046325684,771600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.880000114440918,2.900000095367432,2.650000095367432,2.759999990463257,443600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.7699999809265137,3.009999990463257,2.7049999237060547,3.009999990463257,438000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.059999942779541,3.2249999046325684,3.0350000858306885,3.190000057220459,1271700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.240000009536743,3.400000095367432,3.184999942779541,3.289999961853028,887900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.299999952316284,3.4200000762939453,3.180000066757202,3.240000009536743,468600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.289999961853028,3.3399999141693115,3.190000057220459,3.200000047683716,641100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.2100000381469727,3.2100000381469727,3.130000114440918,3.190000057220459,971800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.150000095367432,3.369999885559082,3.049999952316284,3.289999961853028,694400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.289999961853028,3.6549999713897705,3.289999961853028,3.440000057220459,494500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.440000057220459,3.450000047683716,3.200000047683716,3.4100000858306885,627700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.3299999237060547,3.539999961853028,3.2100000381469727,3.490000009536743,786100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.440000057220459,3.5999999046325684,3.3499999046325684,3.5299999713897705,618200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.5899999141693115,3.934999942779541,3.4549999237060547,3.7899999618530273,2718100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.799999952316284,3.819999933242798,3.319999933242798,3.325000047683716,873200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3.3499999046325684,3.440000057220459,3.2300000190734863,3.380000114440918,676700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,3.380000114440918,3.650000095367432,3.380000114440918,3.5999999046325684,701600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,3.5999999046325684,3.9149999618530273,3.5999999046325684,3.900000095367432,739700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,3.75,3.75,3.490000009536743,3.640000104904175,820300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,3.75,3.875,3.640000104904175,3.7100000381469727,607000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,3.759999990463257,3.825000047683716,3.5899999141693115,3.700000047683716,529300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,3.5999999046325684,3.690000057220459,3.5299999713897705,3.660000085830689,458300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,3.660000085830689,3.7100000381469727,3.484999895095825,3.509999990463257,413500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,3.569999933242798,3.609999895095825,3.299999952316284,3.3399999141693115,457900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,3.3399999141693115,3.359999895095825,3.190000057220459,3.220000028610229,403100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,3.2300000190734863,3.2850000858306885,3.190000057220459,3.25,321800.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,3.220000028610229,3.4649999141693115,3.187000036239624,3.4600000381469727,387800.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,3.4800000190734863,3.819999933242798,3.4800000190734863,3.7699999809265137,693200.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,3.7699999809265137,3.890000104904175,3.690000057220459,3.7200000286102295,575800.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,3.7899999618530273,4.050000190734863,3.7100000381469727,3.9600000381469727,641400.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,3.990000009536743,4.269999980926514,3.924999952316284,4.130000114440918,686800.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,4.150000095367432,4.179999828338623,3.680000066757202,3.684999942779541,715300.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,3.650000095367432,3.75,3.400000095367432,3.4800000190734863,760600.0,,,,,,,,,,
