Date,Open,High,Low,Close,Volume,"('Adj Close', 'RBC')","('Close', 'RBC')","('High', 'RBC')","('Low', 'RBC')","('Open', 'RBC')","('Volume', 'RBC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,282.5,285.7900085449219,277.3299865722656,278.7699890136719,107400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,275.6300048828125,276.9100036621094,270.6000061035156,270.739990234375,144000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,270.6400146484375,276.9200134277344,268.2099914550781,269.7699890136719,124700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,269.19000244140625,271.6499938964844,268.3999938964844,270.6400146484375,107700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,270.8699951171875,272.04998779296875,268.0599975585937,272.0199890136719,93400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,269.5400085449219,271.4700012207031,268.9200134277344,271.32000732421875,94400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,272.25,274.82000732421875,269.6300048828125,272.3800048828125,73500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,272.8399963378906,274.5599975585937,267.6400146484375,272.6000061035156,69600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,275.4700012207031,275.4700012207031,271.54998779296875,272.5799865722656,74400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,270.82000732421875,273.3299865722656,269.7799987792969,271.489990234375,74000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,269.19000244140625,271.3999938964844,268.1300048828125,269.9700012207031,86200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,270.7300109863281,276.04998779296875,268.5400085449219,275.25,121500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,275.9100036621094,280.4200134277344,274.0799865722656,280.4100036621094,112800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,282.8399963378906,284.20001220703125,277.5199890136719,277.8599853515625,118100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,279.0,279.0,272.45001220703125,273.1300048828125,131400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,275.8999938964844,275.9100036621094,269.04998779296875,271.0899963378906,109900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,273.7200012207031,274.69000244140625,269.42999267578125,272.1000061035156,142700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,273.42999267578125,274.9800109863281,270.9200134277344,271.8500061035156,107100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,271.0,275.489990234375,270.5599975585937,275.0199890136719,88400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,274.489990234375,276.6400146484375,273.1000061035156,274.3500061035156,68400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,274.79998779296875,275.29998779296875,268.3299865722656,268.5400085449219,72100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,270.5199890136719,275.260009765625,268.70001220703125,274.260009765625,97500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,273.1000061035156,278.260009765625,271.3900146484375,275.8699951171875,79000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,272.6600036621094,274.5199890136719,269.4800109863281,272.5299987792969,96200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,273.5299987792969,274.9599914550781,272.0400085449219,274.6099853515625,59700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,275.4100036621094,276.9100036621094,272.8399963378906,272.92999267578125,168100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,250.00999450683597,261.4100036621094,240.3600006103516,258.1499938964844,374300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,260.1499938964844,267.4100036621094,258.57000732421875,266.17999267578125,255100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,265.3900146484375,270.1600036621094,263.29998779296875,268.5,179200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,263.4200134277344,265.8099975585937,260.3399963378906,264.1400146484375,171600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,265.7099914550781,271.489990234375,262.0799865722656,271.19000244140625,126900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,271.4700012207031,277.0199890136719,270.0400085449219,275.3900146484375,171700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,274.7900085449219,275.6099853515625,270.75,270.9800109863281,110200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,268.82000732421875,271.7099914550781,268.7799987792969,270.3999938964844,140400.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,269.45001220703125,271.1000061035156,264.7300109863281,266.6700134277344,153600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,269.0199890136719,272.3699951171875,268.2300109863281,271.739990234375,83500.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,273.69000244140625,273.69000244140625,270.3999938964844,270.69000244140625,81700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,271.3599853515625,272.8399963378906,269.82000732421875,270.20001220703125,98400.0,,,,,,,,,,
