Date,Open,High,Low,Close,Volume,"('Adj Close', 'TTEC')","('Close', 'TTEC')","('High', 'TTEC')","('Low', 'TTEC')","('Open', 'TTEC')","('Volume', 'TTEC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,21.51000022888184,22.049999237060547,21.40999984741211,21.51000022888184,155400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,21.190000534057617,21.190000534057617,20.040000915527344,20.170000076293945,269500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,20.200000762939453,20.31999969482422,19.790000915527344,19.81999969482422,159300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,19.559999465942383,20.06999969482422,19.51000022888184,19.649999618530277,159700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,19.63999938964844,20.489999771118164,19.540000915527344,20.440000534057617,200700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,20.020000457763672,20.40999984741211,19.780000686645508,20.200000762939453,161900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,20.11000061035156,20.3799991607666,19.76000022888184,20.350000381469727,160700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,20.209999084472656,20.459999084472656,19.86000061035156,20.40999984741211,250900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,20.799999237060547,21.06999969482422,20.18000030517578,20.36000061035156,130800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,20.059999465942383,20.51000022888184,19.920000076293945,20.270000457763672,223700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,19.799999237060547,20.100000381469727,19.559999465942383,19.799999237060547,169300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,20.0,20.13999938964844,19.31999969482422,19.81999969482422,137100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,19.96999931335449,20.1200008392334,19.5,20.040000915527344,127100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,20.280000686645508,21.18000030517578,20.280000686645508,21.11000061035156,156000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,21.440000534057617,22.21999931335449,21.36000061035156,22.11000061035156,178900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,22.5,22.65999984741211,22.09000015258789,22.13999938964844,177200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,22.5,22.63999938964844,21.26000022888184,21.350000381469727,262500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,21.6299991607666,21.940000534057617,20.68000030517578,20.709999084472656,169300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,20.799999237060547,21.979999542236328,20.76000022888184,21.959999084472656,155100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,21.729999542236328,21.729999542236328,20.8700008392334,20.8799991607666,365200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,20.93000030517578,21.09000015258789,20.09000015258789,20.3799991607666,295700.0,,,,,,,,,,
