Date,Open,High,Low,Close,Volume,"('Adj Close', 'MPWR')","('Close', 'MPWR')","('High', 'MPWR')","('Low', 'MPWR')","('Open', 'MPWR')","('Volume', 'MPWR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,620.5,620.5,596.739990234375,604.0,611500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,590.8200073242188,594.97998046875,576.3900146484375,578.2999877929688,613600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,561.280029296875,575.2899780273438,561.0800170898438,571.0599975585938,858400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,569.9199829101562,581.4199829101562,568.0800170898438,573.989990234375,419500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,578.989990234375,593.4600219726562,576.8200073242188,590.7100219726562,456500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,578.5999755859375,601.6900024414062,578.5999755859375,593.75,261400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,594.1300048828125,598.0,582.3400268554688,589.1900024414062,401700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,589.1900024414062,595.3599853515625,576.9299926757812,588.4299926757812,366400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,588.8599853515625,589.989990234375,575.9099731445312,578.760009765625,280700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,573.2100219726562,596.9299926757812,570.0,596.4099731445312,577300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,588.1599731445312,591.8900146484375,576.9099731445312,584.3499755859375,399500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,598.6699829101562,612.5399780273438,596.0599975585938,610.9000244140625,696700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,621.0,632.9099731445312,612.47998046875,631.3300170898438,674100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,636.2100219726562,647.6199951171875,624.8400268554688,637.760009765625,390700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,640.5499877929688,643.8200073242188,629.0599975585938,642.0,277700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,643.4099731445312,648.0,622.760009765625,632.0,538500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,641.6099853515625,642.9099731445312,612.9400024414062,615.6799926757812,519900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,609.0800170898438,610.0,598.8099975585938,601.1400146484375,376000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,607.3099975585938,619.969970703125,599.1699829101562,619.780029296875,462500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,619.5599975585938,625.9299926757812,606.6799926757812,613.4199829101562,307200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,605.0,617.6699829101562,599.6400146484375,602.719970703125,439200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,607.0,617.1699829101562,594.3599853515625,614.1300048828125,429200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,614.719970703125,637.5999755859375,611.8800048828125,635.8599853515625,481100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,641.0,652.8599853515625,632.3099975585938,646.2100219726562,516900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,650.6300048828125,650.6300048828125,622.9600219726562,632.97998046875,556200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,641.469970703125,655.8800048828125,630.1900024414062,645.4099731445312,860500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,680.0,760.0,679.469970703125,737.0700073242188,1658500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,747.0,761.5,737.219970703125,752.3099975585938,661900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,752.3900146484375,758.27001953125,728.0399780273438,729.8699951171875,645400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,703.0,724.3599853515625,690.0999755859375,712.1199951171875,759500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,724.2000122070312,746.25,718.6300048828125,745.1799926757812,602700.0,,,,,,,,,,
