Date,Open,High,Low,Close,Volume,"('Adj Close', 'TZOO')","('Close', 'TZOO')","('High', 'TZOO')","('Low', 'TZOO')","('Open', 'TZOO')","('Volume', 'TZOO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,9.449999809265137,9.579999923706056,9.1899995803833,9.460000038146973,97000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,9.390000343322754,9.470000267028809,9.18000030517578,9.220000267028809,67900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,9.1899995803833,9.539999961853027,9.15999984741211,9.489999771118164,77700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,9.489999771118164,9.859999656677246,9.300000190734863,9.779999732971191,79100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,9.760000228881836,9.779999732971191,9.18000030517578,9.460000038146973,131000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,9.420000076293944,9.670000076293944,9.359999656677246,9.4399995803833,71500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,9.43000030517578,9.550000190734863,9.40999984741211,9.420000076293944,39400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,9.470000267028809,9.5,9.170000076293944,9.260000228881836,37200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,9.289999961853027,9.5,9.279999732971191,9.279999732971191,61000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,9.130000114440918,9.1899995803833,8.699999809265137,8.829999923706055,107700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,8.5,8.770000457763672,8.4399995803833,8.529999732971191,86300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,8.550000190734863,8.739999771118164,8.390000343322754,8.5600004196167,44500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,8.579999923706055,8.75,8.420000076293945,8.479999542236328,69700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,8.479999542236328,9.010000228881836,8.479999542236328,8.859999656677246,72900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,8.949999809265137,9.140000343322754,8.880000114440918,8.880000114440918,48700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,9.079999923706056,9.140000343322754,8.6899995803833,8.6899995803833,51900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,8.710000038146973,8.9399995803833,8.6899995803833,8.920000076293945,51300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,9.0,9.0600004196167,8.880000114440918,8.899999618530273,32900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,8.869999885559082,8.989999771118164,8.739999771118164,8.8100004196167,51600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,8.720000267028809,8.779999732971191,8.649999618530273,8.729999542236328,46900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,8.779999732971191,8.800000190734863,8.470000267028809,8.470000267028809,48800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,8.5,8.699999809265137,8.390000343322754,8.529999732971191,98700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,8.529999732971191,8.539999961853027,8.119999885559082,8.239999771118164,92400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,8.199999809265137,8.619999885559082,8.15999984741211,8.300000190734863,63000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,8.210000038146973,8.649999618530273,8.210000038146973,8.390000343322754,53000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,8.399999618530273,8.5,8.199999809265137,8.449999809265137,69700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,8.4399995803833,8.699999809265137,8.359999656677246,8.640000343322754,64200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,8.40999984741211,8.5600004196167,8.020000457763672,8.0600004196167,133000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,8.09000015258789,8.84000015258789,8.09000015258789,8.59000015258789,136400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,8.399999618530273,8.529999732971191,8.180000305175781,8.239999771118164,71600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,8.390000343322754,8.680000305175781,8.390000343322754,8.619999885559082,68700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,8.880000114440918,9.239999771118164,8.75,9.149999618530272,131800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,9.149999618530272,9.149999618530272,8.880000114440918,8.970000267028809,50200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,8.949999809265137,9.119999885559082,8.829999923706055,9.0600004196167,75600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,9.029999732971191,9.039999961853027,8.710000038146973,8.899999618530273,95600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,9.020000457763672,9.300000190734863,8.949999809265137,9.270000457763672,61100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,9.369999885559082,9.369999885559082,9.079999923706056,9.220000267028809,46500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,9.100000381469728,9.770000457763672,9.010000228881836,9.550000190734863,156600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,9.68000030517578,9.68000030517578,9.170000076293944,9.600000381469728,124600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,9.739999771118164,9.739999771118164,8.84000015258789,8.920000076293945,169300.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,9.15999984741211,10.09000015258789,8.970000267028809,9.449999809265137,267000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,9.369999885559082,9.369999885559082,8.460000038146973,8.970000267028809,195600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,8.850000381469727,8.880000114440918,8.220000267028809,8.40999984741211,224200.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,8.300000190734863,8.569999694824219,8.210000038146973,8.539999961853027,109200.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,8.569999694824219,9.06999969482422,8.569999694824219,8.880000114440918,105800.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,8.930000305175781,9.470000267028809,8.819999694824219,9.3100004196167,130600.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,9.390000343322754,9.880000114440918,9.350000381469728,9.640000343322754,227600.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,9.729999542236328,9.90999984741211,9.539999961853027,9.600000381469728,255700.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,9.609999656677246,9.93000030517578,9.59000015258789,9.68000030517578,125700.0,,,,,,,,,,
