Date,Open,High,Low,Close,Volume,"('Adj Close', 'BLBD')","('Close', 'BLBD')","('High', 'BLBD')","('Low', 'BLBD')","('Open', 'BLBD')","('Volume', 'BLBD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,26.690000534057617,27.0,26.049999237060547,26.309999465942383,483100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,26.0,26.0,24.8799991607666,25.07999992370605,1109800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,25.190000534057617,25.700000762939453,24.989999771118164,25.209999084472656,329700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,24.989999771118164,25.290000915527344,24.56999969482422,24.8799991607666,337500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,24.920000076293945,25.57999992370605,24.63999938964844,24.799999237060547,268600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,24.6200008392334,26.040000915527344,24.600000381469727,25.31999969482422,451500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,25.31999969482422,25.33300018310547,24.530000686645508,25.049999237060547,302500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,25.049999237060547,25.049999237060547,24.170000076293945,24.799999237060547,357200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,25.1200008392334,25.270000457763672,24.3700008392334,24.600000381469727,332500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,24.32999992370605,24.56999969482422,24.084999084472656,24.5,341100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,24.43000030517578,25.07999992370605,24.149999618530277,24.96999931335449,524400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,25.31999969482422,25.68000030517578,24.440000534057617,25.0,266900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,25.1200008392334,25.34000015258789,24.520000457763672,25.299999237060547,568800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,25.65999984741211,26.40999984741211,25.65999984741211,26.40999984741211,385700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,26.6200008392334,27.18000030517578,26.46999931335449,27.0,347300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,27.549999237060547,27.670000076293945,27.09000015258789,27.299999237060547,364500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,27.790000915527344,28.25,27.36000061035156,27.8799991607666,328200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,28.040000915527344,28.190000534057617,27.770000457763672,28.01000022888184,264200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,28.09000015258789,29.649999618530277,27.683000564575195,29.600000381469727,574000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,29.5,29.825000762939453,29.05900001525879,29.399999618530277,424800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,29.3700008392334,29.549999237060547,28.80900001525879,29.1299991607666,318800.0,,,,,,,,,,
