Date,Open,High,Low,Close,Volume,"('Adj Close', 'AZEK')","('Close', 'AZEK')","('High', 'AZEK')","('Low', 'AZEK')","('Open', 'AZEK')","('Volume', 'AZEK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,37.54999923706055,38.09000015258789,36.93000030517578,37.150001525878906,1570700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,36.459999084472656,36.459999084472656,35.63199996948242,35.84000015258789,2388400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,35.439998626708984,36.209999084472656,35.38199996948242,35.66999816894531,1457800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,35.41999816894531,36.27999877929688,35.41999816894531,36.119998931884766,1250900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,36.31999969482422,37.09000015258789,36.27000045776367,37.08000183105469,872900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,36.75,37.060001373291016,36.45000076293945,37.0099983215332,634700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,37.130001068115234,37.5,36.84999847412109,37.369998931884766,1095900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,37.150001525878906,37.54999923706055,36.77999877929688,37.4900016784668,1168700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,37.75,37.93000030517578,36.72999954223633,37.2599983215332,666900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,36.84999847412109,37.22999954223633,36.59999847412109,37.22999954223633,925000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,36.59999847412109,36.970001220703125,36.290000915527344,36.77999877929688,1292300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,37.20000076293945,37.369998931884766,36.400001525878906,37.130001068115234,731800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,37.119998931884766,37.58000183105469,36.66999816894531,37.43000030517578,931100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,37.93999862670898,38.45500183105469,37.93999862670898,38.33000183105469,752500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,38.310001373291016,38.310001373291016,37.2400016784668,37.59000015258789,1018700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,38.25,38.25,37.060001373291016,37.2400016784668,1348200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,37.790000915527344,38.02000045776367,37.58000183105469,37.84999847412109,1630000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,37.91999816894531,38.34999847412109,37.619998931884766,37.7400016784668,1035000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,38.18999862670898,39.0,37.86000061035156,38.9900016784668,1466800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,39.0,39.48500061035156,38.83000183105469,39.25,1652800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,39.060001373291016,39.560001373291016,38.459999084472656,38.560001373291016,1625900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,39.09999847412109,40.13999938964844,38.56999969482422,39.9900016784668,1665700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,39.22999954223633,40.65999984741211,38.84999847412109,40.650001525878906,2349600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,39.9900016784668,40.18000030517578,38.869998931884766,39.54999923706055,1678800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,39.5,39.81999969482422,39.2400016784668,39.59999847412109,2610500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,43.0,45.83000183105469,42.15999984741211,45.34999847412109,5778200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,45.77000045776367,46.41999816894531,45.150001525878906,45.970001220703125,2719900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,46.0,46.0,45.19499969482422,45.25,1749400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,45.25,45.665000915527344,44.86000061035156,45.2400016784668,2314500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,43.900001525878906,44.93999862670898,42.59199905395508,44.4900016784668,1954200.0,,,,,,,,,,
