Date,Open,High,Low,Close,Volume,"('Adj Close', 'CINF')","('Close', 'CINF')","('High', 'CINF')","('Low', 'CINF')","('Open', 'CINF')","('Volume', 'CINF')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,103.38999938964844,105.95999908447266,103.26000213623048,105.87999725341795,899900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,106.04000091552734,106.8000030517578,105.08999633789062,105.23999786376952,624800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,105.93000030517578,107.3499984741211,105.93000030517578,106.5999984741211,712500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,106.88999938964844,108.06999969482422,106.7300033569336,107.36000061035156,475600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,107.5,107.73999786376952,106.25,107.48999786376952,643400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,107.02999877929688,107.2300033569336,105.2699966430664,106.51000213623048,438200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,106.4000015258789,107.48999786376952,105.98999786376952,107.41999816894533,505800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,107.51000213623048,108.36000061035156,107.16000366210938,108.2699966430664,656800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,108.87000274658205,109.29000091552734,106.62000274658205,107.37000274658205,914200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,107.37000274658205,108.12999725341795,106.61000061035156,107.29000091552734,616000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,107.0500030517578,108.56999969482422,107.01000213623048,107.3000030517578,455200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,106.70999908447266,108.3499984741211,106.4000015258789,108.2699966430664,464100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,109.73999786376952,111.95999908447266,109.7300033569336,111.29000091552734,858300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,111.75,112.2699966430664,111.20999908447266,111.9499969482422,508900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,112.0999984741211,112.48999786376952,111.2699966430664,111.75,1032700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,112.06999969482422,113.20999908447266,111.7699966430664,112.9499969482422,604100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,113.72000122070312,113.83000183105467,111.2699966430664,112.3000030517578,619100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,112.62000274658205,112.62000274658205,111.79000091552734,112.20999908447266,414600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,110.4499969482422,112.02999877929688,110.01000213623048,111.93000030517578,705000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,111.68000030517578,112.29000091552734,110.98999786376952,112.02999877929688,509700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,112.33000183105467,112.91000366210938,110.5999984741211,110.8000030517578,1547100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,110.08999633789062,110.87999725341795,108.56999969482422,110.56999969482422,761500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,110.95999908447266,112.91999816894533,110.93000030517578,112.22000122070312,780700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,111.45999908447266,112.3000030517578,111.0,111.7699966430664,660600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,111.8000030517578,112.83999633789062,111.8000030517578,112.0999984741211,786800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,107.97000122070312,108.98999786376952,104.77999877929688,107.02999877929688,1701500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,107.0500030517578,108.01000213623048,105.75,107.5999984741211,939700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,107.6500015258789,109.4800033569336,107.12000274658205,108.88999938964844,647200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,109.33000183105467,111.25,109.33000183105467,110.52999877929688,787700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,110.52999877929688,111.2300033569336,107.75,109.62000274658205,798000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,110.12000274658205,111.5500030517578,109.9800033569336,110.94000244140624,665500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,111.05999755859376,112.8499984741211,110.9000015258789,112.41000366210938,711100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,112.37000274658205,113.3499984741211,111.37999725341795,111.86000061035156,685300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,111.61000061035156,112.33999633789062,110.80999755859376,110.94000244140624,448400.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,111.48999786376952,111.61000061035156,110.58000183105467,111.25,898100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,111.33000183105467,112.31999969482422,110.79000091552734,112.11000061035156,624000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,112.63999938964844,113.16999816894533,112.31999969482422,112.80999755859376,741800.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,112.1500015258789,112.87000274658205,111.2699966430664,112.23999786376952,482500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,112.22000122070312,113.38999938964844,111.66000366210938,113.31999969482422,485400.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,113.3000030517578,114.0999984741211,112.7300033569336,113.6999969482422,861300.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,114.47000122070312,114.47000122070312,112.25,114.0,1266500.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,114.0,114.16000366210938,113.12999725341795,113.54000091552734,541000.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,113.25,113.77999877929688,112.26000213623048,112.41999816894533,847300.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,112.36000061035156,113.0500030517578,111.5,111.95999908447266,593900.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,117.93000030517578,119.37999725341795,116.0199966430664,117.79000091552734,2247900.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,118.0,118.2699966430664,116.75,117.2300033569336,1328000.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,117.25,118.76000213623048,117.0999984741211,117.29000091552734,765500.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,117.01000213623048,118.06999969482422,116.6999969482422,117.37999725341795,878400.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,117.16999816894533,118.6500015258789,117.0999984741211,118.33999633789062,877500.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,118.81999969482422,119.98999786376952,118.4499969482422,118.91000366210938,674400.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,119.02999877929688,119.93000030517578,117.75,119.80999755859376,1093400.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,119.80999755859376,121.37999725341795,119.41000366210938,119.9000015258789,10786000.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,119.08999633789062,119.41999816894533,117.70999908447266,118.22000122070312,958100.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,118.69000244140624,119.23999786376952,117.69000244140624,117.87000274658205,889400.0,,,,,,,,,,
