Date,Open,High,Low,Close,Volume,"('Adj Close', 'LSTA')","('Close', 'LSTA')","('High', 'LSTA')","('Low', 'LSTA')","('Open', 'LSTA')","('Volume', 'LSTA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.7300000190734863,2.900000095367432,2.7300000190734863,2.7799999713897705,7100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.8499999046325684,2.8499999046325684,2.6600000858306885,2.799999952316284,3800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.049999952316284,3.0999999046325684,2.8299999237060547,3.0199999809265137,52200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.0199999809265137,3.0199999809265137,2.8499999046325684,2.950000047683716,8900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.990000009536743,3.190000057220459,2.869999885559082,3.069999933242798,21300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.0899999141693115,3.200000047683716,2.950000047683716,3.0799999237060547,18800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.180000066757202,3.180000066757202,2.9600000381469727,3.0,7900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.8499999046325684,3.049999952316284,2.8499999046325684,2.990000009536743,13500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.009999990463257,3.0799999237060547,2.950000047683716,3.0199999809265137,10700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.069999933242798,3.069999933242798,2.890000104904175,3.0199999809265137,8800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.990000009536743,3.009999990463257,2.819999933242798,2.940000057220459,13600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.930000066757202,3.039999961853028,2.869999885559082,3.009999990463257,8500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.039999961853028,3.039999961853028,2.900000095367432,2.950000047683716,5300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.900000095367432,3.0299999713897705,2.900000095367432,2.9100000858306885,5500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.880000114440918,2.940000057220459,2.819999933242798,2.859999895095825,10100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.8399999141693115,2.9800000190734863,2.5799999237060547,2.75,20000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.700000047683716,2.789999961853028,2.630000114440918,2.690000057220459,5000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.819999933242798,3.0,2.650000095367432,2.8399999141693115,10600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.880000114440918,2.950000047683716,2.4200000762939453,2.7699999809265137,14500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.799999952316284,2.869999885559082,2.740000009536743,2.75,4500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.5799999237060547,2.720000028610229,2.470000028610229,2.470000028610229,11000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.5,2.700000047683716,2.5,2.700000047683716,5000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.7300000190734863,2.869999885559082,2.5999999046325684,2.650000095367432,6200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.7100000381469727,2.799999952316284,2.7100000381469727,2.799999952316284,1500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.680000066757202,2.8299999237060547,2.5799999237060547,2.6600000858306885,7700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.559999942779541,2.6600000858306885,2.559999942779541,2.650000095367432,9600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.630000114440918,2.6600000858306885,2.5999999046325684,2.609999895095825,5600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.5999999046325684,2.6600000858306885,2.5999999046325684,2.6600000858306885,2300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.6600000858306885,2.799999952316284,2.609999895095825,2.720000028610229,5900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.650000095367432,2.869999885559082,2.650000095367432,2.759999990463257,4600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.690000057220459,2.8399999141693115,2.6600000858306885,2.7699999809265137,9700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,2.740000009536743,2.869999885559082,2.609999895095825,2.869999885559082,10100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,2.869999885559082,3.119999885559082,2.690000057220459,3.119999885559082,29100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,3.049999952316284,3.0999999046325684,3.0,3.0,12100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,2.990000009536743,2.990000009536743,2.8499999046325684,2.869999885559082,7700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,2.799999952316284,3.0899999141693115,2.799999952316284,3.0,6800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,2.990000009536743,3.0999999046325684,2.9100000858306885,2.990000009536743,13700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,3.0899999141693115,3.0999999046325684,3.009999990463257,3.0199999809265137,10200.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,3.0999999046325684,3.240000009536743,3.059999942779541,3.220000028610229,18900.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,3.2300000190734863,3.299999952316284,3.109999895095825,3.1600000858306885,7300.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,3.069999933242798,3.289999961853028,2.9200000762939453,2.930000066757202,24000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,2.940000057220459,3.259999990463257,2.940000057220459,3.0999999046325684,10600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,3.190000057220459,3.240000009536743,3.049999952316284,3.240000009536743,25700.0,,,,,,,,,,
