Date,Open,High,Low,Close,Volume,"('Adj Close', 'WRB')","('Close', 'WRB')","('High', 'WRB')","('Low', 'WRB')","('Open', 'WRB')","('Volume', 'WRB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,47.18000030517578,48.106666564941406,47.18000030517578,48.09999847412109,1578300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,48.19333267211914,48.88666534423828,48.19333267211914,48.37333297729492,1651650.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,48.686668395996094,49.20000076293945,48.686668395996094,48.77999877929688,1849050.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,49.119998931884766,49.66666793823242,48.8466682434082,49.573333740234375,1844550.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,49.33333206176758,49.4466667175293,47.98666763305664,48.40666580200195,1820700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,48.34000015258789,48.426666259765625,47.58666610717773,48.1533317565918,1810500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,48.040000915527344,48.31333160400391,47.926666259765625,48.0,1497000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,48.01333236694336,48.65999984741211,47.959999084472656,48.58666610717773,1269750.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,48.80666732788086,48.93999862670898,48.45333480834961,48.540000915527344,1605600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,48.74666595458984,49.00666809082031,48.47999954223633,48.86666870117188,1426950.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,48.913333892822266,49.70000076293945,48.90666580200195,49.1533317565918,1255350.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,48.913333892822266,49.62666702270508,48.686668395996094,49.58666610717773,908700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,50.0,50.35333251953125,49.72666549682617,50.21333312988281,2227050.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,50.17333221435547,51.473331451416016,50.09999847412109,51.38666534423828,2706000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,51.380001068115234,51.79333114624024,51.01333236694336,51.186668395996094,2017050.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,51.95333480834961,52.18000030517578,51.65999984741211,51.79333114624024,2854050.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,55.62666702270508,56.67333221435547,54.06666564941406,55.51333236694336,4434600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,55.41999816894531,55.573333740234375,54.24666595458984,54.31333160400391,2664900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,53.95333480834961,54.13999938964844,53.54666519165039,54.12666702270508,2263200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,54.27999877929688,54.75333404541016,54.17333221435547,54.41999816894531,1390050.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,54.59333419799805,54.973331451416016,54.43333435058594,54.58666610717773,3056700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,54.133331298828125,54.20000076293945,53.19333267211914,53.52000045776367,2392800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,53.82666778564453,54.31333160400391,53.606666564941406,53.913333892822266,1678200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,53.99333190917969,54.473331451416016,53.706668853759766,54.25333404541016,1050750.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,53.959999084472656,54.21333312988281,53.58000183105469,53.65999984741211,1221150.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,53.86666870117188,53.900001525878906,53.45333480834961,53.560001373291016,1406100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,53.393333435058594,53.54666519165039,52.959999084472656,53.25333404541016,1707000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,52.95333480834961,53.68000030517578,52.86666870117188,53.6533317565918,1372200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,53.78666687011719,54.25333404541016,53.573333740234375,53.80666732788086,1006500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,54.36666870117188,54.43999862670898,53.5,53.959999084472656,1791000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,54.08666610717773,54.90666580200195,54.08666610717773,54.61333465576172,1580400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,54.64666748046875,55.27999877929688,54.58666610717773,54.8466682434082,1490850.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,54.98666763305664,55.459999084472656,54.76666641235352,55.073333740234375,1312350.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,54.88666534423828,55.36000061035156,54.64666748046875,54.6533317565918,1453050.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,54.86666870117188,55.69333267211914,54.69333267211914,55.6533317565918,1876200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,55.84000015258789,57.29999923706055,55.706668853759766,57.13999938964844,2663550.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,57.33333206176758,57.5533332824707,56.7599983215332,56.87333297729492,1658400.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,57.133331298828125,57.4466667175293,56.62666702270508,56.77999877929688,1996200.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,56.77999877929688,56.81999969482422,56.27333450317383,56.58666610717773,1077900.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,56.66666793823242,56.880001068115234,56.34000015258789,56.37333297729492,1303650.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,56.33333206176758,56.40666580200195,55.073333740234375,55.73333358764648,2872200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,55.83333206176758,55.83333206176758,55.12666702270508,55.12666702270508,1359750.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,55.18000030517578,55.880001068115234,55.18000030517578,55.7400016784668,1552800.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,55.6533317565918,56.33333206176758,55.6533317565918,56.03333282470703,1591200.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,56.09333419799805,56.63999938964844,55.68000030517578,56.49333190917969,1371000.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,56.33333206176758,56.706668853759766,56.106666564941406,56.12666702270508,1301550.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,56.040000915527344,56.46666717529297,55.86000061035156,56.26666641235352,1266600.0,,,,,,,,,,
