Date,Open,High,Low,Close,Volume,"('Adj Close', 'KKR')","('Close', 'KKR')","('High', 'KKR')","('Low', 'KKR')","('Open', 'KKR')","('Volume', 'KKR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,82.0,82.38999938964844,80.22000122070312,81.30999755859375,3273200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,80.2300033569336,80.62000274658203,78.94999694824219,79.88999938964844,3172000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,80.0,80.80000305175781,79.87999725341797,79.95999908447266,1666400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,79.52999877929688,81.54000091552734,79.52999877929688,81.2699966430664,2314400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,81.8499984741211,82.20999908447266,81.0199966430664,82.12000274658203,2299200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,81.3499984741211,81.69000244140625,80.68000030517578,81.4000015258789,2075700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,81.16999816894531,82.77999877929688,80.63999938964844,82.41999816894531,3451900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,82.68000030517578,82.8499984741211,81.16000366210938,81.87000274658203,3192400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,82.44000244140625,82.8499984741211,81.5,81.79000091552734,1991800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,80.94999694824219,81.75,80.19999694824219,81.55000305175781,2334300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,80.54000091552734,81.69000244140625,80.4800033569336,81.19999694824219,1692300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,82.01000213623047,82.37999725341797,80.88999938964844,81.55999755859375,1519900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,81.91000366210938,84.33999633789062,81.13999938964844,84.19000244140625,3989300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,85.0,85.33000183105469,84.12000274658203,84.26000213623047,2247400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,84.19999694824219,84.47000122070312,83.54000091552734,83.98999786376953,2083400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,84.66000366210938,84.66000366210938,83.01000213623047,83.33999633789062,3310800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,84.0,85.37999725341797,83.37000274658203,85.3499984741211,3838200.0,,,,,,,,,,
